"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5","Comp 6","Comp 7","Comp 8","Comp 9","Comp 10","Comp 11","Comp 12","Comp 13","Comp 14","Comp 15","Comp 16","Comp 17","Comp 18"
"298886",-0.363809089000132,-2.67316225402304,-2.50100138389525,-0.427477328078927,-1.66969070654718,-2.51708344431275,-0.843544746837306,0.550183930477476,-0.00747505469880111,0.208600620929198,1.04662648032658,1.32266362646644,0.105047029566852,-0.245240258325926,-0.405835268533529,-0.0613366741848945,0.430124136398454,0.147604923741398
"298887",0.697472878348759,-0.446806319792026,2.34032393254112,-0.0974815935190599,0.0947132501871607,-0.07989641614688,-0.282433362194743,0.417268870778785,-1.85471543475994,-0.188561349701229,0.0762863713714694,-0.0863719624913987,0.964889128044557,0.416972900785816,-0.241493067661781,0.202581378917827,0.271427814329549,-0.0920485278324026
"298888",1.08312441586112,1.27905120899253,-0.341629657572884,-1.16248564656402,-1.94809389168612,1.32225965453435,0.216713567492362,-0.820403584262927,1.34307557850756,0.458321863392021,0.571800753078546,0.323004521358489,0.422399390502403,0.624415199061376,0.00462746320859315,-0.414147127145041,0.814007970125852,-0.292652605720278
"298889",-0.0246744049187043,-0.410364899062247,1.68716522469567,-0.465928146292936,-0.802085978525481,0.597496296559295,0.424880185295593,0.712273725619671,-2.01640080817376,-0.724918873945272,0.393124448348683,-0.194583505831274,-0.263836769565726,0.262874036971994,-0.161120371970766,0.104135805793477,0.833932536343596,0.305267165163523
"298890",2.61909303068408,0.31590138536077,0.353118507164241,-0.315307287454633,-1.30310853940136,-0.319425926555321,1.13262665620863,-1.50912297924173,0.0796053952078002,-1.2160438019395,0.74507760511125,-0.329943205777837,0.51015707844087,-0.26587099471309,0.831810604537216,-0.222673084098329,-0.0948507375456495,0.511332868732888
"298891",0.868952617718451,1.0267609456272,-0.659776149595951,0.215500352698358,-1.68920268043922,0.430303111944764,-0.253371048670476,-1.24117470841671,0.37399357910339,1.12376296250827,-0.284075798998822,-0.961434929348202,-1.21118463386785,0.708169726260328,0.357918568945521,-0.0694837319649783,0.173517491447349,-0.0112357600595905
"298892",-0.417987126650487,-0.211422608580729,-0.134285091943426,-0.289488572100556,-0.348771178115902,0.634597988961399,0.494783304380991,1.0541224179974,-0.130393365942117,0.343930980550085,-0.546857410299516,0.101449094438631,0.319767239460436,0.207485232091927,0.319429513841321,0.710843931769133,0.445066448013925,0.707758003173727
"298893",1.02606163504485,0.74745289162471,-1.05939542552633,0.312389967449446,0.873357090965955,0.630358396075173,-0.382465290127653,-2.60329806828636,-1.12079185461502,-0.449988333969621,-1.0820716520531,-0.382261750437853,0.860594516655887,0.473277158181039,-1.12188988452402,-0.11317872659405,0.236094187457001,-0.70753327219611
"298894",1.8303772169602,0.401617632224114,0.146284471937267,-0.617563094155578,-1.49427159431291,-0.294193055215769,1.16219406424326,0.835455598417683,-1.74869848133744,-1.23188471598965,0.214882491091409,-0.605913027001933,-0.159564101186785,-1.10821323108164,-0.257981800280577,-0.181852118704688,0.078311905600287,0.158633318025545
"298895",-1.27775167836076,0.763924597023132,-0.159832420133285,-0.964331729612555,0.0259724731714632,0.166623899152588,-0.646165696152659,-3.01530196241296,-0.00702984013802209,-0.301405555946218,0.302887043306616,-0.737542173923008,-0.0626873188212331,-1.08993299982273,-0.064651572838726,-0.22407472852921,-0.0952707888864869,0.152437981783231
