"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5","Comp 6","Comp 7","Comp 8","Comp 9","Comp 10","Comp 11","Comp 12","Comp 13","Comp 14","Comp 15","Comp 16"
"203112",0.414915001336623,-1.58111784012475,0.507765054733233,-0.172358304854937,-0.196385129552973,0.0336203677115272,-0.900436299752327,1.24947365852461,-0.152186967223251,-0.0830475841644653,0.991298225689892,-1.03630575841874,1.13464989215805,-0.0496857443202524,-0.620655703167274,0.0941383555365767
"203113",-0.470840805472739,0.599117476235863,-0.705847939771848,0.676836895067243,0.420398225268033,0.150057325825923,-0.743978268079948,1.35882718628578,-0.842885138962624,-0.58843949353077,-0.465575333445878,0.975133947417264,0.936990232714045,-0.634201412033318,0.524121218768456,0.851641913203883
"203114",-0.0839665683982696,0.667984253572628,0.554092099140592,-1.001043680864,0.169568643384129,1.09135369039438,-0.00270876566690582,-0.790279138090685,0.945345081053806,1.46990038713673,-0.859444339980394,1.11615975241889,0.629972082880394,-0.600914149565589,1.16084983151519,0.00485850846522945
"203115",2.30569370997072,-0.759302026995891,0.952331550781398,0.284263414423598,0.249827578880447,-0.235297718964654,-0.226753123173778,-0.713468150435039,1.37463977816795,0.127976948571308,-0.803193814698658,0.727656693599575,-0.561465918007752,-1.64654065424088,-0.668092234042849,-0.44894511721309
"203116",0.413937925947172,-1.04383808796994,-0.246955219405946,0.164389695323394,-1.30047349895294,0.684607442072382,-0.0616213875444136,0.694282219693581,-0.154694073558222,-1.50460113249089,-0.823434946375693,1.21305340050209,0.959919592695042,2.11073140709291,0.022270229782005,0.0387778853322601
"203117",1.38596536809753,0.373570777223679,-0.635884663829644,0.628715756124207,-0.278213104688739,-1.40391626016446,-1.00959641454175,0.134266511764483,0.299666286299124,0.409620791449736,0.452819434408868,0.25496720857797,1.15763987888661,-0.438682599889404,-1.60582545537925,-0.0884731783821124
"203118",-0.966501024800514,-3.51730985168666,1.23198639060321,1.19896482252976,-0.507451960492627,0.344000302211917,0.303731326608551,1.85679060450399,0.863483396351512,0.521760786191614,1.23479670533124,-0.796743708475977,0.0596404889830336,1.19904892622029,0.0865012533402708,-3.28797517065271
"203119",0.429446377783738,-1.2751943382736,-2.55893154071574,0.523161440357934,2.1054334482359,0.340008652331962,-2.65698489408474,-1.02293666041226,0.974566925498587,1.28337637559867,-0.317801869829789,-1.54108014740228,0.374969168458946,-0.0272071023157373,-0.0738119527612111,0.618462078489588
"203120",-2.3068300670138,-2.20065619218499,-0.503142367259762,-0.0865417627863191,-0.847830659297111,0.33861766653274,1.27047195972057,-1.01370401304683,0.671465364498213,0.581388976163739,-0.39002242638807,-0.197084316742684,0.136263346117324,-0.694494115859706,0.172111951810097,0.259398801954866
"203121",1.1271034542442,0.28492339386554,1.17092431091247,-0.682297896036843,0.370193053005981,-1.46169680511764,-0.229825296295757,-0.36981922700537,-0.775685107680855,0.213768872339149,-1.2576913793166,0.771734283955096,0.614158380280791,-0.879528909823559,0.429125449771854,-0.975237082047924
