"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5","Comp 6","Comp 7","Comp 8","Comp 9","Comp 10","Comp 11","Comp 12","Comp 13","Comp 14"
"231076",1.98434720235616,0.870907706417062,0.107821049578351,0.0828980859316851,1.0339989696676,-0.849391310813734,-0.0565921855204491,-0.853323702621551,0.632875954192045,-0.683278567918245,1.43012157251909,0.36193900113704,-0.596287556551019,-1.02332551063218
"231077",0.131551934629605,1.25393802329052,-1.68731023186607,-0.894488543740461,-0.0337863659718622,1.08004089737351,-0.30400260012635,-0.177416269339665,0.0988294203212043,-2.13994794713171,-1.53516915635714,1.38446420475685,1.0369149850943,0.0764388089897295
"231078",-0.501605619323056,-1.30226013888973,1.84486929349345,-1.57288315687053,-0.627853942613641,0.431284975167352,0.906411200148396,-0.899469913966912,-0.470912128356195,-0.271174670518879,-0.767559794853673,0.290800191452401,0.846912191080852,1.22150904503873
"231079",-0.696244430037418,1.19844546492337,0.675879394181202,-0.0641057171531551,0.774827134867787,0.140352017746489,0.943447511508208,2.38608685566379,-0.0439937432966143,-0.615087038076795,-1.6388631890907,-0.85211287537648,-0.822249873622207,-1.11537711920875
"231080",2.22044447788951,-0.177381792419897,-0.944345551654964,1.56436357498641,-0.160734143658966,-0.797358149513228,1.14642793845866,0.137989746731042,0.692835274856085,0.0403634710689372,-0.0883864228944333,0.782730871737575,-0.407486860406356,-1.9547580844717
"231081",0.348205433174077,0.704723284603882,1.84828098631676,-0.933897240136548,-1.07779757714378,1.09858589100731,0.681805165397168,1.70090915420454,2.08599775829791,0.365837381977892,-1.30064156777855,1.40373422366733,-0.491436568869873,0.882952528458111
"231082",-1.90152681647791,-1.62122866605669,-1.29428163625325,-1.0618013383384,2.73129281167898,1.82828999442578,0.730328899225402,2.36353911482438,-0.120113682324407,0.104697616031849,-1.8216774225762,-0.834791551131805,-0.831259122198098,-1.7301946174342
"231083",4.31081946925097,-1.85066927743852,0.68570790721643,2.61815461765431,0.169793674917358,2.16616285683778,0.252583909752869,0.291284791500833,-0.593607994974164,0.910875540171178,-0.499054797719193,-0.331953738464319,0.20998455676537,-0.563966252838038
"231084",-0.538838165980635,2.99635745509719,-0.274957269573406,0.783698966896383,-0.424658242452112,0.787786935595846,0.0224284822721051,0.853995954419508,-1.17022143500188,-0.444528878771821,1.25233469972811,0.0299391379788205,0.255718091246425,0.0354527057685732
"231085",0.00381515198849315,-1.22559265385443,0.64006693065317,-1.00639461837801,-0.64114246746705,0.472707449488862,0.682946337676104,0.232302119932106,0.784393081798543,-0.0092659047077556,0.0349243552528657,1.3194852890803,-0.542550947084307,0.516591668501298
"231086",-2.03206515727394,-0.426750893319716,0.966074766900532,-0.200276522898751,-1.0676385351002,0.348780456012457,0.55351247758933,-0.746708074449548,-0.303320971315738,-0.11894716691934,-0.0512170972454199,-1.00535589801649,-0.365540391926235,-0.00955191642277474
"231087",-1.70066397271448,-0.386120035741193,-1.1592931276554,-0.561154355165211,1.47101433885495,0.953098874195766,-0.173567487551182,0.109030364180504,-1.10275671244254,-1.02105290413086,-1.43357161231795,-0.367206604740678,0.376444566086019,-0.502346851001193
"231088",0.797342164165864,0.740688353278424,-1.65949489370635,0.288718280824313,1.81760261918829,-0.258229185152671,1.80679935503986,-1.89869803835803,-1.30876411138811,0.841410412492028,-0.1950743332992,0.511958928921546,0.488577393115016,1.09855088737348
"231089",0.997187011677349,2.09415210483462,-1.13231650098205,-0.136947124257057,0.716068103639191,2.22544740331268,1.05787843738607,1.66661984071462,0.928516578917517,-1.60497596986226,-1.19121178991171,1.10331312217474,0.463917433384893,-0.351968828755166
"231090",2.1009939051434,1.01146196311791,0.0400635181842991,-0.505946713880033,0.505138787620063,0.643868417973227,-2.11575544344189,0.527206533202059,3.29597586655482,-0.796165277843331,-1.06679033244419,0.23633351833569,-0.570070899821189,0.654768135520965
"231091",-0.13711020282309,-0.052613400745343,0.116712312204456,0.836775567184278,0.601059091235292,-0.513708497413261,-0.0656838164232727,0.221450962986051,-0.271582881379133,0.00983478312313366,-0.628060931213226,0.628224076203737,-0.878846828753501,0.127449418791286
"231092",-0.19906787801396,1.07040757070769,-2.1860728190755,-0.135474580240987,-0.422789635555366,-1.19123560026392,1.18234371704518,-1.98981946710358,-1.52244867340993,1.08792534813824,-0.705704303505414,0.492524753201833,-1.09559029949413,2.23692678040906
"231093",-2.8169384132308,-1.50678318541314,-0.100298713862538,0.417984090551369,0.437393590283662,-0.799812507116987,-0.663255439853729,2.20324448796996,0.0488879104506724,0.265671823856981,0.386282506935326,0.422204360908596,0.435785002324152,-0.0418349501407257
"231095",-0.707713705373557,1.23898931290866,-0.981494565953653,0.19921515035226,-0.850410930783381,2.29126565602171,-1.75324092532718,-0.985005589178845,2.58871998273093,-0.151578816280704,-0.376780130228684,0.372621876786267,0.0915287557089971,0.385746226547785
"231096",1.50966692159639,0.106256623862086,-0.920571381517805,0.212419133173355,-0.254211715602176,-1.42850554961866,0.445579257408017,-1.00106574711904,-0.269576809423015,-0.170803116161903,-0.350826543957628,-0.348037638543142,1.48586480425716,-1.1331983394862
"231097",-0.59029072366368,-0.351058998842869,1.6634892042923,0.711424257199291,0.954535339139714,-0.517097089303543,-0.0443405837766593,-1.10094191612039,-0.580010751128306,-0.488096802795951,-1.02400383481979,0.190239604421587,-0.018019804609664,1.27416636891171
"231098",4.31724948581277,1.22559780373133,-0.623215452390753,-1.16494957424033,0.317518339550323,-0.150428124253051,-0.644051650304498,-0.972382729937671,1.08876648266343,-0.795028006895377,0.453906736293935,0.779054254969206,0.385661035646781,-0.00498230009939279
"231099",-0.184032439743333,1.25751266027506,0.0652607290151623,0.399145106981644,0.328230033814085,-1.42331356239766,0.26477385122611,1.60282678063028,0.414767535320197,-0.748336621340737,-1.59737700333141,-1.42257697908136,0.117646238807622,-0.359495528364185
"231100",-0.00269542162656354,-1.21459214321628,0.143994750597919,-0.855775260135644,1.10775252390577,-0.673447785710356,0.273902280700302,-1.63274472871503,-0.0214654646600571,2.46211734068398,-0.0393286298623617,2.03233508180636,-0.260466156946055,1.23564286081743
"231101",0.816036101991706,0.641237877783146,-1.5769233340058,1.64165188388244,0.0162445223470014,-1.59158384089535,0.860835726404568,0.65144931685576,1.1508342239218,0.320952447545849,0.180734970409103,-0.228759918721719,-0.365904048312152,-0.568225651770981
"231102",0.494213006950865,0.953813112172113,0.0849773907637058,1.39708391654135,-0.475507738960822,1.12986104889471,1.47729895418001,1.4704776994231,0.493494241230608,-0.570289186330228,-0.804712877509154,2.42470670390226,0.99134173422235,-1.93209776792145
"231103",0.282246755367155,0.714471699688279,-1.41217181159486,0.404894842886295,0.872968115042263,-0.37865150959775,2.22809992240601,-2.18190470296956,-1.14871205334374,0.874280663256101,-0.470292311849752,0.638104558013014,-0.43262935429409,1.68382326940301
"231104",-0.423798613131247,-0.208964208666597,0.83833572160853,0.712157310016166,-0.784653494727933,0.219796179929133,-0.69628710632782,0.523331681784624,-0.952110878620006,-0.059160977767256,-0.473888587790477,-0.375871044332537,-0.133025242473431,0.256927683749246
"231105",-0.185150776473089,1.90811724450747,-2.01719998539683,0.733771142391065,0.81002890186807,-0.626897722618986,1.16651725580448,-1.71835147145502,-1.3469242682575,0.986341689114486,-0.598926843678674,0.341369176330218,-0.412997998717344,1.39711885887738
"231106",-0.371956402971974,-2.50525371698288,0.57266803195766,-1.73650273448917,0.930882534172072,-1.75643868351774,-0.662453077795276,-4.09264788838101,0.0316816527117345,0.0376411558158813,0.251524653634435,1.18193741310853,-1.1401645995022,0.433133478580819
