"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5","Comp 6","Comp 7","Comp 8","Comp 9","Comp 10","Comp 11","Comp 12","Comp 13","Comp 14","Comp 15","Comp 16","Comp 17","Comp 18","Comp 19","Comp 20","Comp 21","Comp 22","Comp 23","Comp 24","Comp 25","Comp 26","Comp 27"
"86804",-2.02766318080639,2.23416871446824,-0.761377500184232,0.559633359512321,0.639826089814558,0.0988995738054864,-0.319633036302883,0.205194288620711,0.343917913676903,-0.0609174766773257,0.630987467337543,0.498032506545509,-0.0781399609053233,0.00608911056844033,-1.09109220253315,0.103141757131029,-0.207990299118464,0.390488000559937,0.400368653643522,-0.248215892392889,-0.243471585100672,0.045359992330091,0.190640895329888,-0.116182861250065,-0.773210332799141,0.544682861265969,0.30308987360782
"86805",-1.09060941776137,-2.65282586536591,-0.621817597151784,0.0274845483867069,1.5774908448165,-0.258004016138722,0.326985678645325,-1.22142827024754,-0.0269534236123944,-0.165923227857916,-1.5579778453169,0.217590805781781,-1.34013206630248,0.712818499833539,0.584460203621901,-1.13492592016602,-1.14709724409259,-0.268069333793258,0.360047626198009,-0.308404159088255,0.701759649083851,0.161956245984639,-0.134138969778712,-0.70940199981199,0.943814360327314,-0.11488037837775,0.315813319862977
"86806",0.639783860585213,0.798281128097072,-1.51349973392377,0.614131983093153,-0.502090408272195,-0.504046038479695,0.291492825936596,0.319220485843994,0.788717105305335,-0.221949466191075,0.131210981638091,0.086855299157142,-1.11605494198886,-1.37391439585876,-0.167384292523161,-0.326826128915222,0.582638495219021,-0.0755936115084374,-1.00180287066548,-0.194272089178996,-0.356806691526437,-0.832999095667467,0.0816155077302858,0.126582506280252,0.129777480894657,-0.301139979179895,0.0886256253787013
"86807",0.71850267655004,1.280740310307,1.37053491904016,-0.383626893819933,1.74481131361479,1.19579543987035,-1.82774834489242,0.978945939058713,-0.76699832139965,-1.56515325504427,0.725093813224688,-0.853130138825988,-0.564693273644382,0.445569579628751,0.480963737871873,0.950900356914276,0.812827474014849,0.909558830310481,0.377231228302546,1.05714454996389,0.872887576568444,0.398952734883482,-0.540713587870776,-0.337990420609629,-0.481663394357248,-2.15752377446378,-0.175386754298951
"86808",1.38526864412419,-0.918513184587373,-1.90207733766204,-1.07219398245646,1.6642833109109,-0.77087030735329,0.0706166854308691,1.46429181617276,0.237586741565898,0.441084422462295,-0.131268423942683,-0.578575372925324,-0.637389446008429,-0.224855504124055,-0.536669803496933,0.626127417975858,0.279414374438298,-0.525368455646615,-1.74115093366913,0.874709875447977,0.790075845933282,-0.36940976460664,-0.283727547669937,0.381346881742071,0.0454967256965872,0.598412801928307,0.755986065474514
"86809",0.383801589537225,-2.6734581938199,-0.0449420586929317,0.261581062984741,-0.0248185724519724,-0.12599255110152,-1.06270623684879,-1.37063906721404,0.398973685419047,-0.708602218290436,-2.03739245984495,1.26968955583726,-0.0254239635964328,-0.293650116900482,0.282249957465508,0.0771649032163125,-1.04645976112299,-0.396906373006281,-0.22509211620976,2.62443979880181,2.58783028770979,1.21561706887202,-1.20826165367106,0.132223627900189,-1.0983434033998,0.917438070343527,0.7788224684867
"86810",0.22034242250026,-0.465834175441084,1.2502676020077,-1.52842224696115,-2.76583896456584,0.0102391619218673,3.00956024643047,1.81349409720185,-0.369583102714457,-2.756894108354,0.420025497014997,1.86390088768288,0.529892954536708,-1.28109795146259,1.60529350840153,1.02512907124191,-2.51282970603487,2.00420407058516,-0.624949909143959,-0.156962386010286,-1.72217689714032,1.69440738515908,-0.487503879156359,0.3494965307049,-1.23457744478244,1.75584938202383,-0.971344012270495
"86812",0.123978908866867,-0.643820135040349,0.39244092813896,-1.17156615236506,-0.117541010879094,-1.29859551706873,-0.779194159418903,0.420032494975115,0.291791488165902,-0.628042968258714,1.33690028433924,1.47676943270191,1.64297951469416,1.62135825067361,1.2452866971955,1.0832656716947,0.277217662196698,-0.748854138563364,-1.28378961009695,0.303952310708789,-1.41636544810085,-0.861926940626484,-0.552047593957926,-0.870658757195417,0.557759034585334,0.0126624409900964,0.86473010099624
"86813",-2.12952978106715,-1.33583009360962,0.842900008949485,-0.4345236946043,-1.27031419223291,1.52892231456586,2.76507159313456,0.625768344046854,1.87916095456541,0.4002920952184,0.438871136800107,-0.263766277136515,-1.36131792171537,-0.515173933732396,-0.452440042102306,1.00211621541603,0.533424972028413,1.70161169880411,1.34451961173938,2.60772172051709,-0.155303964825381,0.228570973139467,-2.10747272676512,-0.762734628166973,-0.106315307107423,1.18523240608286,2.15337871597643
"86814",1.88091428392966,-0.705627869567083,-0.848311577678417,1.1301813745304,0.168902391398443,0.43442110491106,-0.643367520782399,-0.296009594402594,0.0338820423117684,0.267946087538441,-1.22150496321157,-0.709150378685856,1.12813756551406,-0.409517362058473,-1.4104697293473,0.97611455581906,-0.154355147153252,0.0516152819007791,0.705170511312824,0.961473225103831,-0.742553609112929,0.918416848697286,-0.260195487992783,-0.847655731502927,0.381255421826117,0.199192410274009,0.174091748037911
