"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5","Comp 6","Comp 7","Comp 8","Comp 9","Comp 10","Comp 11","Comp 12","Comp 13","Comp 14","Comp 15","Comp 16","Comp 17","Comp 18","Comp 19","Comp 20","Comp 21","Comp 22","Comp 23","Comp 24","Comp 25","Comp 26","Comp 27","Comp 28","Comp 29","Comp 30","Comp 31"
"248930",0.372730132446444,0.73099350335173,1.40400592369238,0.22547806958093,0.233725093280633,-0.109312583138792,1.33576964414017,0.485659397259529,0.304649599294279,0.19627170087576,-0.354298466065241,-0.0123261227759738,0.208277310216359,-1.18672014884421,-0.685369797605343,1.18434955234092,0.172512525003602,0.686327889431155,-0.474840879231572,-0.0188165870681366,0.792348185724016,-0.205754567337972,-0.339459620221396,0.538763293764635,0.349644521897846,-0.284387095413348,-0.500656865890753,0.342068921740809,-0.212291166175601,-1.63023403004786,-0.541862491254108
"248932",0.567784271027367,0.727104308086328,2.45046067721033,-0.597175759277422,-0.569173249609773,0.18912270608501,1.16490396806036,-0.216872433474886,0.133529134400052,0.210708401191929,0.173604597894664,0.216171913771335,-0.587417940725794,-1.0078974666535,-0.557898699787629,-0.599369191441247,-0.815152286020747,-0.541290819225437,0.944876005525683,-0.854343963788247,0.457101650325352,-1.40181875647686,0.0773056726241046,-0.66355981287047,-0.0564045060636042,-0.630828005704765,-0.416468749374432,-0.119690153393771,-0.133236634389916,-0.538841380366368,-0.092284279946892
"248933",-3.63497730439004,1.20000961485479,-1.17859684058929,1.30144694362682,-1.72921665894237,0.057057906525191,-2.06597040547664,0.578265418488105,0.730354497494333,1.57340940029299,-0.900761215224551,0.84357489700687,-2.26975125856428,1.30204703022582,0.176464169637276,-0.598233031374162,0.839354527449375,0.0141365805725162,0.787398062860262,-1.35557757289674,0.485199907859642,0.102200952087244,0.516067881963899,-2.35017126261586,0.48551829965862,0.867808187136988,-1.95819447244421,3.01309593956794,-1.52495214469906,1.24565175238047,0.481056962631448
"248934",-1.42332304286438,1.90053457024733,-0.620588133487872,1.61596588060496,-1.08221618095157,0.806035730743154,-0.922594805751374,0.50748576532808,0.0952463481214086,0.323563876677872,-1.72457923958097,0.921317140951752,-1.43102479504561,1.65818096800984,-0.306918352028335,-1.34093830968041,0.838515929094887,0.312509839268119,0.0284499451218631,-1.13451275225615,0.819309675503272,0.557157159233742,0.691795500451408,-1.96844178425643,1.43498293505449,1.4185822731031,-1.40545410632128,1.38655593915755,-0.653918249149403,0.332130025847141,0.410152152186351
"248935",-1.12396857525674,1.07662198300541,1.76305482415159,-1.14958444992124,0.702576729504045,-0.192231472544248,-0.0204112637465595,0.402188411559971,0.62169802248654,-0.749711728952203,-0.592812138951392,0.398773641266534,-1.13128524581647,-0.720888788358018,1.7354617928788,-0.958727352783784,0.703570858801083,-0.266823219061259,-0.431372008465975,0.120753325721468,-0.0501776749154921,0.978843856090265,-0.703639593850935,0.434025332612055,0.336406911965303,0.352747282016964,0.0819403178981309,-0.0639389047371641,1.02882741107857,0.283016814981502,-0.240774867218975
"248936",1.7434779085664,2.0181531458078,-1.03880191058468,-0.957316435322013,0.583772070510879,-1.53128751654582,0.780760509267035,-0.16568877753425,-0.379932801517024,0.328131928470618,0.544897400350792,0.0868753855083437,-0.135693680031492,-0.564798841977303,-0.628074020690561,0.383920145360919,-0.340794118333474,0.115275217125293,0.690067492627381,-1.16037211087921,1.10979646303211,-0.654201324145856,-0.619903404334545,-0.185810689935069,-0.0391774212501554,0.809911545912177,-0.496085940537595,-0.361841662892603,0.693823179071968,0.387711672454753,0.121536736155135
"248937",-2.62486707182589,-0.310372349468597,1.06277913774167,-1.5685289713555,-0.635738736313153,0.450060859171111,0.217996140800327,0.702279544665288,0.586976059062476,0.187724121109001,1.150755791018,1.42096974063537,0.77261876430237,-0.0877434584564368,-1.70409843434958,0.203281712268686,0.270064978502226,1.32586233789501,0.380124675096121,-0.885948325396831,-0.323029242854164,0.731493699909676,-0.209377407773387,0.562685422125666,-0.0603002466453295,0.81713036445654,0.545030055148642,-0.724309994824386,-1.03030091937835,-0.745331582028582,0.382384070071472
"248938",-1.37031364885638,-0.561520775036315,-0.99194646388017,1.38268109654151,-0.638716884669486,-0.0364070078219527,0.471511235601366,-0.0666423511970746,1.05078962376649,0.326187639404388,0.833472897678102,-1.96948182464625,-0.631841147082247,-0.139656739380201,0.442754084984941,-0.91238718836653,0.676902103512681,0.0250317619056941,2.53090426282447,-0.856717766061524,0.115872577570648,-0.383945878797084,0.172894225522738,0.282667621735997,-1.24434378991739,0.0915035976705081,0.115761317617542,-0.804274698594699,-0.26461027065714,0.0492663006081948,-1.19215073117685
"248939",-2.63832899850553,-0.934168041260275,-1.4775928239041,-0.0121458437011098,-1.57386570337068,0.12448325765421,-1.01461293250215,0.427260964705717,1.62035919885445,-0.533152186346906,1.00871788394812,-0.992501057824042,1.28806717307777,-0.705355857643894,0.413381942907397,-0.373626133709146,0.304142826979575,-0.630591299096307,0.0391327425891177,-1.21827790745809,-0.0109989692962543,-0.192523330143073,-1.6888310528984,-0.110128267187176,-0.439734995875891,0.292570659773134,-0.429475102220201,0.17945711312294,-0.609877332554944,0.133024477557156,-0.323582115069392
"248940",0.5924210418223,-1.70153314808484,-1.06922747234652,0.197497086412781,-1.3903022969848,-0.238101068175808,0.678707206884191,0.17438807414741,-0.255539590913885,-0.379873044823506,3.26606551307109,0.0674128234957718,-1.86188946184279,1.31858255417586,0.374120032583072,-0.236755361719903,0.0369335096689507,0.166478405322105,-0.232379193107639,0.811247693078445,-0.0901312272692666,0.887161192673976,-1.72150677874485,-0.919664453830014,-0.0698385427309676,0.156579342574294,-0.443052098112564,-0.105358548902388,-0.32539626167835,0.21147174684213,-0.0331330631283801
