"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5","Comp 6","Comp 7","Comp 8","Comp 9","Comp 10","Comp 11","Comp 12","Comp 13","Comp 14","Comp 15","Comp 16","Comp 17","Comp 18","Comp 19","Comp 20","Comp 21","Comp 22","Comp 23","Comp 24","Comp 25","Comp 26","Comp 27","Comp 28"
"30545",-0.632393742748457,-1.02708704462808,0.356859689360379,0.165639597623956,0.729628897026716,2.15808607129878,-2.50426184392209,0.57658367065989,0.251104289897616,-1.01338273363538,-1.66942671860422,1.08165458293129,1.20372705297338,-1.86805617540829,0.0747286693618108,1.49240623083584,-0.849816060423627,0.570394024917927,-0.372616459273989,-0.279873233131767,-1.14488809297745,-0.459040076847958,-0.0914318637421471,0.114382086649219,0.902599117490056,0.331459585631873,0.990704513308057,-0.967415539497886
"30546",-1.26732588504752,1.60313891638125,0.152163454784182,0.139830343349029,0.688608553313813,-1.3732800645898,-0.356385008471016,-0.902253971044144,-0.987538280106185,-0.269374118219398,0.185674944782762,-0.822717566731455,1.01349649855324,0.16903719667574,2.32201358403652,1.30762447581673,0.65935775254458,1.87850177499427,0.333090329216059,-0.316885013602348,0.253482842104422,0.880285760465392,0.227216708419935,1.0938092833395,-0.638281123785521,-0.66570543615555,-0.52304577078991,0.150378250648301
"30547",0.316435210390546,1.43278985821025,1.44816419868729,-0.453543222117476,-0.646017360243461,0.586768615180179,0.220233754861123,-0.87801144456958,0.40834973742453,1.12928853506237,-0.0534509732653996,0.7228613311125,0.913058060636641,0.892476144938491,-0.318457993300169,-0.0534194501339306,0.499352909415122,0.24803272289026,-1.58288332492576,0.394126399146062,-0.844318423629634,-1.12828899885512,0.787151426858457,1.25092980958517,-0.0119640162400951,-0.34039712023993,-0.26596283527243,-0.867187860231855
"30548",4.78137001584142,4.33421392303072,1.60811418963312,-1.56169135311884,-0.0948893926974719,0.621139422066538,1.68593777914496,2.62338465795655,-2.33315481256806,-2.75147063208694,-0.631451116221978,-0.871974342706396,1.20268555334682,5.49264936548852,-0.671517584120718,2.79875291050529,1.54751366845428,-2.61534431911626,1.04994381150245,-2.99080419525464,-0.764870772162986,0.192708467231798,-2.97635449638119,0.75046681021971,0.348009619499744,0.788145166202449,4.52836877148402,-0.54102890345274
"30549",0.81989032975788,0.341459327703744,1.57228071526798,0.582810004510835,0.176155705500672,0.169471774505602,-0.500687509075365,0.270304432609612,1.14019665887291,0.026198957990078,0.111479388899077,-0.586212505244556,-0.205222957267246,1.080858651575,-0.620900382349192,-0.503621014470992,0.207775050284206,1.18688655838077,-1.82824855207225,0.294622569706311,-0.854101389473828,-0.692980426264994,0.454202321030346,0.472298967243375,0.506241060316677,-0.256772323985241,0.274855176200773,-0.345673323297469
"30550",1.98201027740017,-1.09355020223916,0.344571749933375,-2.22070345276132,0.565453184908417,-0.57038495062297,0.525959250351246,-0.298941433513099,-1.16369790630168,-1.0433132926586,1.4200105231965,0.922477104017615,-0.26327212818733,0.664597174328448,-1.92828871717138,1.08893472503351,0.386688821520121,0.991253149368722,0.552148365038615,0.303068788380027,1.23237110917371,-0.432358926735807,-1.94250411109558,0.131111275483648,0.19281658345777,0.0859793680122006,-0.0966385248323175,-1.80515313369225
"30551",0.0394845037912989,0.698658011290111,0.249701771786383,0.380034198135779,1.12695203442853,-1.30473842534813,0.330203859005288,-0.411446960957448,-0.666029974592657,-2.09327114014121,-2.09674236659017,-0.48096065124183,-0.584857651509314,-0.24232800775724,-0.693085148725312,-0.112256495307916,-1.17143327200805,0.289256289617091,0.990582947943627,1.62286195046685,-0.757917765851617,-0.201658632402175,0.295072446332617,-1.96524435578442,0.0210699685136801,0.582498525571365,0.467386809903543,0.679877099038895
"30552",-0.315284340921886,1.37453819770113,-1.78600032084972,0.46167909614645,-0.220697082757583,1.28699296774013,0.585968478546572,-0.364236944094369,0.247042909497268,-0.484868082597414,-0.403017694597595,1.19057236959231,-0.725258475183464,0.156441257880851,-0.768071230709801,1.00253742808634,-0.792954752889621,-0.212948616028092,-1.58116637166259,0.570285629687037,1.64409672108108,-0.514039102452794,0.583176302746565,0.155696208559372,0.256110902665509,1.12252458702674,-1.6055592345448,1.86208313022901
"30553",-1.5731826874098,-0.434714222554225,1.14621379827781,1.36791523475818,0.261402465176177,-0.494897520966162,-0.208263288479321,0.660621315318097,-0.49436893273532,-0.472924058610992,1.44853091595332,0.243812063598496,-0.699454454241654,0.49284940093575,-1.17243865920137,1.17686886504239,0.562970340982794,1.01373679141155,0.292543963858016,0.000661704775774083,-0.201533769636472,-0.530696891068345,1.94996790603356,0.472658087341675,0.365121873760243,-0.675631283604075,1.55941661343517,1.24853654089272
"30554",-0.348440994585918,1.84303118539903,-0.546226677249548,1.11911334280177,0.27729821802609,-0.958461588936522,-0.24443731145422,-0.180703095117117,-0.0586949102718103,-0.199115372440824,-1.02892572660614,0.23067714295812,-0.382587417849797,0.0448056484085215,-0.238075147520547,-0.274502530736914,-0.58631698862263,-0.290007111885992,-0.191327319143278,0.18040824453352,-0.907203301238594,0.0748823794355661,0.42756457561171,-0.404245708672388,-0.810422656626913,0.121833508350805,-0.891027340892808,-0.0286722453633192
