"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5","Comp 6","Comp 7","Comp 8","Comp 9","Comp 10","Comp 11","Comp 12","Comp 13","Comp 14","Comp 15","Comp 16","Comp 17","Comp 18","Comp 19","Comp 20","Comp 21","Comp 22","Comp 23","Comp 24","Comp 25","Comp 26","Comp 27","Comp 28","Comp 29"
"176577",1.52022476155635,2.55430662751803,1.16223394078538,0.743932167814307,1.40443180662074,-1.32037478939959,-0.796054613720228,0.327539899238527,0.302513203260077,0.555633002803832,-0.499070479637474,0.389821811156431,0.0992042235377509,-0.210418638024382,-1.35216787697147,-1.04015576859171,0.787542535192729,0.603424672418153,-0.49557731047925,1.06362149938285,0.646946135497193,0.700933878511346,1.85461831443503,0.0493030929415631,-0.434713233321706,-0.442789826716218,0.0105262532226685,-0.338874883971305,0.144677516317098
"176578",-0.480848310950154,0.33099912370689,-0.34077732636092,0.505529849834842,-0.227737509928251,-0.0363457929520295,-0.749491372450236,0.174570557201375,1.92261869319514,0.549178822164918,0.226243283870322,-0.251408534651281,-0.406803076604229,0.31906928616538,-0.866718665175793,1.26475992515741,0.242239411586517,0.0207770827620581,0.0776453199690806,1.02545694095174,0.34160209463429,-0.798187370260143,-0.87816212604867,1.06709636734835,0.987034276558402,1.31709547941101,-0.536795842849334,-1.50144740064304,0.182582882902996
"176579",-1.23706148710651,0.924293005689494,-0.627073953167141,0.615480714336907,-0.250282768361603,1.24337611616984,-0.411197236230978,0.716241073716803,-0.912581150111225,0.882985296358872,0.940595275274473,1.7651363287118,-1.11184047543202,-0.193384322143154,-0.495628339557944,1.01308935529501,0.0735954961863083,1.36766614496163,-0.304561677750585,-1.03461857155674,0.658757575007631,0.235587128208833,0.152779382202141,1.1775383980267,-0.332568317043267,0.436521001611345,-1.77505973776468,-0.747859149796296,0.772023925835352
"176580",-0.820241432481217,1.2588561647857,1.90116589672351,1.6169089990637,-0.862117226321666,-2.29514439321514,1.15116412263909,0.605234430242876,1.10149518862507,0.391903771506021,-0.0700423297069502,0.201829497886712,-0.630203677809374,-0.69679593546129,1.69749250761817,1.76067955185441,-1.61678250101332,0.724139460737441,-0.540178962901338,-0.691599910315863,-1.60745511246147,-0.570198808132704,1.32186565793984,-1.89731226315367,0.61447224037209,0.853873593028498,-0.58247927393391,-1.18022342577263,0.313136026725567
"176581",-1.19164171821791,-0.615436032295328,1.19427291621705,-0.209113304652425,1.11530188674211,0.0388261489655271,0.392405276284455,-0.0124876170452178,-0.553009049758533,-1.0562795684962,-0.325414999773343,2.02414767297305,0.967068078356884,0.612437774196585,1.16359655044782,-1.56457728705334,1.28420309152329,1.01613802795109,-1.8022859965983,-0.724172041197058,-0.768950021628754,0.109207431062496,1.43142913103588,-0.12198959569852,0.0708789522532172,0.663492323995965,1.2807287466583,0.310815756922825,-0.529619561629252
"176582",-1.48681999213507,0.445257575769805,-0.893557661282328,0.40963017061618,-0.739628665153241,-0.305480078279286,-0.56447649095951,-1.40064919164158,-0.589450543985119,0.194212338470135,-0.680434131792653,0.948082805401283,-0.476273044691416,1.224798695003,1.43085475768172,0.00994512553514686,-0.606330215490305,0.0669222325940418,-0.291738456779624,-0.342773534009634,-0.50103421975159,0.44511785077754,0.113957416191357,0.655748340022732,-0.670021441194664,0.271251645690747,0.8495831272108,-0.762071798096145,-1.32197526776477
"176583",1.22410596090215,-1.2017283182892,0.798390837730377,-1.24607123408999,-0.228887100842663,0.560668757016541,-0.494575263388593,-0.214791106210828,0.59042263885913,0.0175659897115521,-0.894934569684472,0.570338858337102,-0.209281811569964,-0.881528233750007,0.532541115743008,0.285480377921616,-0.892348890813009,0.215681244160712,0.20635173619291,-0.24943073537863,-0.239403702966418,-0.708461963845375,0.2392037745815,0.455016309283883,0.569282776545813,0.699684163156597,-0.355393044582301,0.690612477893378,-1.13070141480346
"176584",-0.824496778215647,-1.23758118296992,-1.71590451781511,0.567408702934986,0.912156232638154,-0.820571444373293,0.523908902174684,-0.344069163029428,0.702725110454854,0.343497108031047,-0.882696288183394,-0.662583172294046,0.294370448479025,-0.926394865486294,-0.756212496179581,-0.343515818583351,0.577799633514848,-1.12927623778247,0.321796629033329,1.26904431628383,-0.74287947157302,-0.344378418314524,-1.40641342907945,-0.148460589188717,0.65082431340266,0.983585803874562,-1.40754505761875,0.742148070394404,1.14577824032816
"176585",-2.3428808323622,-1.35578608243119,2.5873887754669,0.814799331149078,0.195152737825886,-2.6783077651993,-1.87175884258928,0.713533924926969,0.23157795769954,2.60302375859022,0.706603009000998,-2.75276278796415,-0.644007005522939,0.616038358875877,1.38741504671513,-0.811951056778151,0.0999671699767131,0.284625174535776,-0.149209168337859,0.420654396008933,1.11537785548727,-0.132766711772856,-0.998915382459819,0.202793621102891,0.878592937660523,-2.56373406027132,-0.524700681388956,-0.157396804131442,0.467058172638645
"176586",-0.031194619584332,0.490582468210908,-0.940506284743596,-0.65574147979457,-1.02964377337966,1.78362154939534,1.43924608291592,0.182238090497586,0.259020653823128,-0.393751561729007,1.34736911956636,-0.980268798148063,-1.43347231896964,-0.763406853567689,1.32497675349902,-0.839812409984175,-0.207600287337664,1.1001751032965,-1.33837660232448,1.49436546602918,-0.225693648443086,-0.11938673848685,-1.66701789672965,0.026609512895124,-0.0202331394389527,-0.387821462530522,-0.333375426201971,-1.17549671369129,0.828352204207521
