"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5","Comp 6","Comp 7","Comp 8","Comp 9","Comp 10","Comp 11","Comp 12","Comp 13","Comp 14","Comp 15","Comp 16","Comp 17","Comp 18","Comp 19","Comp 20","Comp 21","Comp 22","Comp 23","Comp 24","Comp 25","Comp 26","Comp 27","Comp 28","Comp 29","Comp 30","Comp 31","Comp 32","Comp 33"
"104360",-0.873118593970316,-0.108844486791864,-0.297673845258243,-0.0166799008663887,-0.310414634678345,-0.991576520304071,-0.242915866073163,-0.473696772492543,0.473078107424614,-0.592886687891339,-0.341765420872014,-0.230922787363004,0.708306796883373,-0.899684683461993,0.608227519507429,1.37544485502479,-0.321721403796572,-1.01785696250076,0.0168739477912318,0.596357358664183,-0.275311918376775,0.755345110506351,-0.491869442516012,0.775378622906948,0.317566828925003,-0.0486561493163744,0.491060894857242,-0.199517512027747,1.00208557915539,-0.159183994185498,-1.23027914030223,-0.928316188119777,-0.013026196482544
"104361",2.47162762990381,-2.26880854399011,0.655022069052709,0.651363617035831,1.00548162426899,1.16414266212425,1.13579461145737,0.241237093377557,0.858687686477386,0.235281147884425,1.76828918926239,0.834246940877371,0.899576022057513,1.18400657712777,0.178268543969031,0.7514242932771,0.149464889652239,1.47818478886787,1.49553267098613,0.873558238034559,-0.0112663827589371,-0.781631815118162,1.35507382968245,1.43884176233865,2.00024587742178,0.125881079416014,-0.118513593090172,0.172784884162903,-0.242494447235938,-1.50160885959539,-1.81072329043205,0.598226822297063,-0.131466266414488
"104362",0.30568818741938,-0.0453728046798539,-0.405558564970054,-0.111715739061505,0.8510450240897,1.87946272056612,-0.455377997691129,0.338377840767254,-1.15116150054784,-0.534491738925478,-0.0232548140669486,0.0640877961195703,-0.251141803669528,-0.752170082039582,-1.16582195836636,0.686550494627709,-0.612106269182203,0.711972344368932,0.692360811594866,-0.455451844876239,0.765248095715521,1.56103868606605,0.105881492486696,0.181057043246228,0.0070944682052967,1.32905631015358,0.292718629715194,-0.471944684245526,-0.322271428086606,0.0998396112443904,-0.738172758151367,0.667638633793175,1.28961773717575
"104363",-0.359136853037743,-1.94258303675743,-0.595725845942263,-2.40656758796307,0.394493289996013,-0.61146744018175,1.03466691873914,-0.505825059474517,0.62678470390521,-0.770064311903798,-0.0794864550719034,0.00720545978458834,0.381587243323708,1.46386894872738,-0.0178915745104898,-0.783364702332565,-1.35720323691958,-0.402987081108221,0.0421173631709269,-1.61528496851961,-0.111808373602625,1.48602183735894,0.522537889494642,-0.392806236172111,-0.949205376788771,-1.20579546401415,-0.873011930917646,0.00851233289277058,0.576169037578544,0.304799849778437,-0.084201975944528,0.626534075909486,-0.145033220825446
"104364",-0.527693425916439,-0.078739452801261,-0.866588081689514,0.0797963264111767,0.718466824956019,0.630312777047111,-0.484024847874606,0.866906009800824,0.888954333780745,-0.151576586485653,-0.864056312544118,0.067029495096607,0.29197612405042,0.501226183027648,3.27267896409515,0.443894800420318,-1.39686357102914,-1.98984270699919,0.459751091750846,0.147124874794199,1.1454685282242,-0.249880453533586,0.0357181476940373,-0.312935225798687,-1.31554888830546,-1.58574915664723,-0.314358904764576,0.600476768301244,-0.878682304298517,-0.745164990746622,1.10835165765057,0.699291198050668,-0.0808171947950218
"104365",-2.29563186930898,-0.37232745893536,2.61804450412154,-0.74793121838547,-1.7527371434761,1.22709950367102,0.824705809140018,-1.94632074307281,-0.342061442666083,1.66077039965646,-0.457943272470182,0.228970132035535,0.34436510703142,-0.18712718163235,0.885415001921153,-1.10118108515027,0.563745347788661,0.67907611924651,-0.343886158471089,0.14209534135962,-0.148824316195833,-0.015980543254221,0.627121469050576,0.157711800522107,0.0964837322888661,-0.130909461641124,-0.0860544927333047,0.0160531858560255,-0.87895158550215,-0.236838847613476,0.258235313180471,0.061770861682025,-0.414378466061621
"104366",2.76568798064511,2.65486218419669,-0.517937645841042,-0.411072459665914,-0.389227297635495,0.85632880192973,-0.00745040312551454,-0.75259381025024,1.69384708188895,0.833922817220645,-0.680729665817415,0.400956230381431,-1.00094774557168,0.790192907033622,-1.10614454943867,-0.32666584244069,0.91662511991398,-0.264596644409503,1.46389249887866,-0.297454391996608,-0.356647840073711,-0.429552096961985,-0.526025212186328,0.647608495905221,0.108039419763338,-0.0756214903198864,-0.445727768329876,-1.07388615606049,1.07580861984256,-0.0141466544276691,0.390702601954715,0.218207127652065,-0.523358483399344
"104367",-0.468408937579265,1.46857642152367,-1.19622737940268,-0.406559658544797,1.37059788083155,-0.686630807433866,-0.0932481783122171,-0.366701498353043,1.69209521665193,0.561243509484801,-0.911690586466869,0.320958337328054,-2.01218611941195,0.0441849119101917,0.318989447693028,0.309139173187528,-0.388291668538987,1.24601213930529,-1.44656846917421,1.81891748034076,-1.18661065807028,1.78423063685304,1.87774151264337,0.361607438034082,-0.942447876828606,0.0185980928556227,0.0419854989911361,-0.345901177462073,-1.70235380394613,-0.279748319482462,-0.414188762386511,0.527195180149532,0.12697288104306
"104368",-0.616904088646941,0.507781874447132,-0.984355825864177,-0.631494116082942,-1.78479102928073,-1.169229981271,-0.708500177589767,0.0516223878423317,-0.0956750523865229,-1.27361117035401,0.610387064941419,-0.73821431269207,0.105322381648394,0.721552249925286,0.975747397453477,0.374014977499398,0.257437870274739,0.123547690769923,-0.0852335253153457,-0.0287293668470245,0.241865221854405,0.714230341668958,0.125038396402627,0.511359381372881,0.464800623409686,0.120734386668753,-0.0142492115295071,0.374113785953402,0.431040141336013,0.163007237949915,-0.132678290828517,0.186354696375543,0.336185917721014
"104369",1.95710703383511,-2.35391149454734,-1.06707537497315,0.480607860608924,-0.335588112005843,0.537743554567557,0.19148247148917,0.499972110356823,0.502182085050765,-0.220811620623248,0.82839313478456,1.24400874085637,-0.21534760337539,0.23771710131225,-0.336848702030125,0.340954484557298,-0.895062809061098,0.487360501012805,-0.0153743978275903,-0.738226501080932,1.234996183109,-0.339793477334748,0.500371578635102,-0.188492681270576,-0.960570684546398,0.323966207917342,-2.0401360633167,-0.593172087689108,0.534739586793612,-0.334903202386265,-1.58772324034344,-0.0641352397703632,-0.795582126133706
