"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5","Comp 6","Comp 7","Comp 8","Comp 9","Comp 10","Comp 11","Comp 12","Comp 13","Comp 14","Comp 15","Comp 16","Comp 17","Comp 18","Comp 19","Comp 20","Comp 21","Comp 22","Comp 23","Comp 24","Comp 25","Comp 26","Comp 27","Comp 28","Comp 29","Comp 30","Comp 31","Comp 32","Comp 33","Comp 34"
"4861",-1.04109680660368,-1.73165447898886,0.594002176740824,0.273077574779476,-0.624495593004504,-0.38003143125537,0.528149094886623,0.410139244368779,-1.34475748273292,0.579362841091523,1.52929556438895,1.40103846778793,-0.927591313943809,0.922618874296654,0.276752640315767,-0.30314270896924,0.593867411094577,0.418099884840389,0.360518170833638,0.240948616241947,0.228368211604025,1.03986425581909,1.37642689991955,-0.314442518102865,-0.691573348640509,0.754414317268666,0.82925153918118,1.28349367034803,0.118783108518215,-0.907111816333549,-0.207931527111999,-1.34315396703131,-0.8593921874961,-0.143346921547983
"4862",0.61701998598316,-0.638100751780342,-0.252621764655209,0.432040196036345,0.251294676495206,0.736020623058517,-0.670603685743717,-0.412558810708083,0.643737609972254,-0.85979720319554,0.878875023000601,-0.361947862100816,0.271419750597171,-1.80465755162669,0.0925585767979812,-0.0914308548106648,1.7132089239915,-0.725288611021146,0.660711735352998,-0.42601974276141,-1.01801685418954,1.79397864041149,-0.0824206342264183,-1.40952722448101,1.38864306395107,-0.188060133521429,0.466973700932607,0.606979118022615,0.183603349808514,0.4589782748212,-1.18997709370548,2.23291213612911,-1.01993492471394,0.265896144947096
"4863",-1.16637544361889,-2.43042266899797,-2.50005570119524,-4.35741660490912,-5.48331376463271,-0.652612515503575,-0.239580603634174,-0.450551406685104,-0.742218571906805,-0.865395927177684,0.499438167959905,-1.43339988487799,1.16628932294749,-1.32831555460337,-0.829484026380536,0.36679376998572,-2.62536466398986,-0.0763765034733319,-1.85243178441964,0.714974378032089,-1.68682636864647,1.6463044668555,-1.08339957298095,-1.04346077127518,-1.08609844682972,0.0496286917721294,0.114980395345051,0.190389568410328,-0.255020019715894,-0.193525409458473,-0.122287921823833,-1.30051803493015,0.206981501712629,-1.46933265700216
"4864",-0.45569753277769,-1.55416294761163,-0.598503648386447,-1.50473096898689,-0.811582426500402,0.670161126555231,-0.517353161999581,-0.190452990320844,-1.38568422841623,0.663203371897275,0.365198485491927,0.165579237066175,0.640692104261768,0.274278015509737,0.603789989064297,1.56519083023033,1.01126437995157,2.16636309404423,-0.876351419931981,-0.725741802436094,-0.304078013223834,0.199679385157405,0.705653653434961,0.516147386056766,-0.46317091538648,-0.720293430724234,-0.275064737615943,-0.868949407936473,-0.99710882320456,-0.993170888014417,-0.285696354671875,0.832128570417619,1.08512555908932,0.0836706416311068
"4865",-0.00556633609703874,-1.33249969688645,0.451722335917939,1.02789371160123,-0.393875396282446,1.44363240277269,-0.630779819221621,-1.27602174303791,0.271913440153449,-0.0900473873724471,-0.0322242739450321,-0.28304634481965,-1.31664734362851,-0.39995854803005,-0.804594963035872,-0.158455535976416,-1.04547441173601,-1.5444006876848,-1.09787520374275,-1.53497228571069,1.40708994980859,-1.10395709484898,0.569267318466239,-0.0975523102337149,0.0375782051400168,0.524423188747636,-0.467496198083989,-1.64171893410861,0.0831642125421373,0.902455617527829,1.00045199459201,0.666223103412016,-0.657170135042518,-0.595707045908424
"4866",-0.87418117301836,2.5004349247831,0.0330267638473564,-0.405481132912227,0.292044072553285,-0.474088721854019,1.47671558577968,-1.05420813703066,-0.126220836403656,0.525858288250741,-0.229386900647353,-0.804748552820427,0.429393976201101,-0.791460675428969,-0.0481201870118259,-0.717578151434098,0.39525843144132,-0.851507451324507,-0.415162798757376,-0.541472369915873,0.65506717114586,-0.84829936723228,0.896709486012973,-1.00403494907872,0.286654499720225,0.0198626540158202,0.969643484623586,-0.0582487813823787,-0.30802208828838,-0.843361146702187,0.516402058798154,0.593718094981742,0.930569688385954,0.96230025312358
"4867",-2.98734692604178,-0.834165057284307,-0.959224429685186,-0.196364107713812,0.259130141720681,1.50172057606807,0.795736189231126,-0.172884976780378,0.522302948656622,-0.70213922027489,-2.36459016623354,0.753271476175302,-0.982401556387267,0.552634290803449,0.11546215817236,0.178462322248897,0.0811719797758599,0.38693858737722,0.526839461672698,-0.0527837895192258,0.0889339844921,-0.268455127514612,-1.52734975417464,-0.815781739115787,-1.88151989653666,-1.69447384802918,0.143067372475449,-0.175836375196941,-0.613386637459183,-0.940970501922249,-0.556620880339731,0.289747776551477,-0.401799764798903,1.15403947826205
"4868",-0.393453593892039,2.59427029069172,-1.00701098865178,-0.469212065055218,-0.761817811535025,-0.321505752162143,1.10582442055191,-1.08141281945053,0.609713762741188,0.286495631057998,-0.880758820375203,0.216248986550076,-0.0671679299807917,-1.15136732566895,0.143135733979514,0.384535533579648,1.57371354813137,0.307982956387037,0.150304764309562,0.0329340489028518,0.0389049520863022,-0.719308083939488,0.934559857011843,-0.489261021348278,1.40621927530636,-0.182247420951656,0.935775312101456,1.02812127487393,0.851429211829317,0.608895122618946,1.67787475860004,-0.0157869269960102,-0.421523161337815,0.116840903123486
"4869",-0.702166904883561,0.921659152431253,0.0536259778629367,1.72210674429836,-1.31067965292671,-0.704453793232565,0.749987459019479,0.454086875266489,0.304289081472403,0.299347503734411,1.38724935295606,1.31444658195251,-0.993763615466374,1.06787466373342,-0.740446652343988,-0.309683052788588,0.24180000057558,0.0474893901552533,0.129521360914546,-0.23830740515682,-1.48335404029929,0.78883449545941,-0.529232751051486,1.02385130385554,0.541086969210583,-1.35446943359514,-0.758589218298262,0.559442339943482,1.09583207424236,0.426962916403076,0.841357301588623,0.236410718652991,0.343609409025964,-0.209765280097546
"4870",0.403885145743939,0.419835216615893,-2.15064684654059,-0.322612120124195,0.125482042058513,0.965542342976576,0.716304850914061,0.443927204655808,-1.43853121680958,0.24302080761317,-0.567487740993597,0.775049707008938,1.74956347294015,0.778642817812864,-1.03643120703314,-1.36342326367381,-0.628433365853988,0.997203195867947,1.3330367753918,-0.897654532512557,-0.857345523461686,-1.70113737238354,0.642402501910035,-0.320333518818782,0.458618088251805,-0.00688807819391711,-0.172451194788779,-1.62721469095085,-0.668813171816431,-1.15042841271325,0.18066610187238,-0.118039800231144,-0.116215300702784,-1.38357430359816
