"","x"
"1",-0.086881836
"2",-0.345765014
"3",-0.14226528
"4",0.229705016
"5",-0.153143604
"6",-0.0738162
"7",-0.060911377
"8",-0.017308076
"9",-0.000508626
"10",-0.215554614
"11",0.056649487
"12",-0.088980813
"13",0.040779988
"14",-0.24095579
"15",-0.037764032
"16",0.044686596
"17",0.059222858
"18",-0.034258326
"19",0.430478851
"20",0.239391248
"21",-0.039379676
"22",0.029668014
"23",0.06937174
"24",-6.4e-06
"25",0.015362064
"26",0.207995932
"27",0.108866255
"28",-0.174563547
"29",0.076443474
"30",0.24303333
"31",0.007297437
"32",0.042431752
"33",-0.088442822
"34",-0.01767536
"35",0.071182291
"36",0.170427601
"37",-0.038172801
"38",-0.143557926
"39",-0.073244591
"40",0.195238273
"41",-0.030884583
"42",-0.069341798
"43",-0.095428725
"44",-0.05653425
"45",-0.054019053
"46",-0.061742683
"47",0.062316339
"48",-0.113513489
"49",0.391112129
"50",0.197351973
"51",0.177159349
"52",0.196159522
"53",-0.138153394
"54",-0.061064144
"55",-0.06679066
"56",0.18135802
"57",0.00481836
"58",-0.068427165
"59",0.028359096
"60",0.085081021
"61",0.222860734
"62",-0.096714933
"63",0.020452301
"64",0.064921419
"65",0.062877457
"66",0.110723297
"67",0.219671647
"68",-0.00269552
"69",-0.038911183
"70",-0.040809234
"71",0.009943287
"72",-0.122930546
"73",0.053517739
"74",0.139454047
"75",0.09632508
"76",-0.069158276
"77",0.025804679
"78",0.098765056
"79",0.118072431
"80",-0.13830014
"81",-0.002517183
"82",-0.020365317
"83",0.205338637
"84",-0.021142204
"85",0.049947898
"86",0.01398174
"87",0.021795671
"88",0.095040123
"89",-0.015597899
"90",0.049802105
"91",-0.022945722
"92",0.074178378
"93",0.002394716
"94",0.175429146
"95",0.101110379
"96",0.027192037
"97",-0.145332594
"98",0.014472882
"99",-0.065165062
"100",-0.107737859
"101",0.037408511
"102",0.233285586
"103",0.088397662
"104",0.213210027
"105",-0.044940908
"106",0.104529302
"107",-0.162247856
"108",0.081724207
"109",0.173276107
"110",0.209616582
"111",0.051708023
"112",0.002955119
"113",0.031676213
"114",-0.073641797
"115",0.055185358
"116",-0.028783758
"117",-0.139829596
"118",-0.128092308
"119",-0.112834413
"120",-0.139068087
"121",0.191790502
"122",-0.001419862
"123",0.128608148
"124",0.062490146
"125",0.079363267
"126",0.023838441
"127",-0.141514798
"128",-0.093491693
"129",0.017069976
"130",0.227283399
"131",-0.055801948
"132",0.080615918
"133",-0.062280436
"134",-0.230515976
"135",-0.060350736
"136",0.203064005
"137",-0.118347903
"138",-0.006036838
"139",-0.074192603
"140",-0.127684017
"141",-0.146008332
"142",0.168333809
"143",-0.088944753
"144",-0.024312337
"145",-0.12327065
"146",-0.050606687
"147",-0.02616473
"148",0.218627612
"149",-0.012999375
"150",0.008886497
"151",-0.009787877
"152",-0.060496529
"153",0.345394294
"154",-0.012827118
"155",0.013748447
"156",-0.025820692
"157",0.02037255
"158",-0.105820497
"159",0.027538817
"160",0.155092399
"161",-0.180163284
"162",-0.0006754
"163",0.075474541
"164",0.675505797
"165",0.13793401
"166",0.016035716
"167",0.018869559
"168",-0.01738139
"169",-0.142110188
"170",0.287671248
"171",0.153109233
"172",-0.159704585
"173",-0.108740707
"174",-0.086947699
"175",0.522293489
"176",0.018645088
"177",-0.126825769
"178",-0.063570877
"179",-0.056256373
"180",0.001483838
"181",0.039429466
"182",0.146369378
"183",0.054488937
"184",-0.127310832
"185",0.104639689
"186",0.062448661
"187",-0.006645878
"188",0.18520693
"189",0.092723171
"190",-0.006951173
"191",0.295542638
"192",0.00436465
"193",0.054750244
"194",-0.032655676
"195",-0.007412751
"196",0.062632601
"197",-0.096929152
"198",0.052871148
"199",-0.036292513
"200",0.234353702
"201",0.036482493
"202",0.11421756
"203",0.127158682
"204",-0.149463256
"205",0.014309089
"206",-0.097956021
"207",0.040888469
"208",0.33384649
"209",-0.119748433
"210",0.616410653
"211",0.101702015
"212",0.121773998
"213",-0.071181794
"214",-0.047984202
"215",0.086517613
"216",0.036752145
"217",0.006188433
"218",-0.000213345
"219",-0.016948779
"220",0.208475153
"221",0.044583957
"222",0.034957807
"223",0.037771623
"224",0.091349403
"225",0.08633856
"226",0.048093359
"227",-0.094602724
"228",0.172644178
"229",0.172811667
"230",0.021714012
