"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5","Comp 6","Comp 7","Comp 8","Comp 9","Comp 10","Comp 11","Comp 12","Comp 13","Comp 14","Comp 15","Comp 16","Comp 17","Comp 18","Comp 19","Comp 20","Comp 21","Comp 22","Comp 23","Comp 24","Comp 25","Comp 26","Comp 27","Comp 28","Comp 29","Comp 30","Comp 31","Comp 32","Comp 33","Comp 34","Comp 35","Comp 36","Comp 37","Comp 38","Comp 39"
"93669",1.460689789999,-0.394202281255191,-0.774544205289829,0.929048239130125,-0.571918395895039,1.43711886747403,0.84756737519674,0.229233919411856,-0.349901779947789,-0.897252096698841,-1.38721478053896,-0.152254438919724,-0.55378457238561,-0.958315952611797,1.60065578500335,-0.37643885491298,-0.45875806716802,-0.223269658041216,0.112722151865662,-0.321630738446744,0.232566329596342,-2.08854449513565,1.74740972726197,0.466190091304968,-0.20614833991888,0.532985883800052,0.0347110875563887,0.351908693313913,0.311425464092139,0.475764094453157,0.36747515476475,-0.525444372002845,0.739151212618268,-0.0351446646322729,-0.294767332121504,0.3663040107929,0.513110107360038,-0.300955727500914,0.0448137640309544
"93670",-0.313344877947274,-0.618764612332189,0.435550178120504,1.69215753981066,0.12512896079262,-2.07066964149287,-1.45178327341287,0.803635440792586,-0.107180058027591,1.45029720538954,-0.460973944982614,-0.326754057221725,1.88717322851263,-2.13072782157736,-0.369231186420444,0.632164211390445,0.271739389729957,-1.12296330170783,-0.94107154354431,-0.0185943246669029,1.06980568412268,0.289274050517352,-0.516569246160223,0.144364219261548,0.595940716132698,-0.0450008066885037,-1.30764747475131,1.77970011584667,-1.00600614209552,0.945816032476161,-1.00212378401767,-0.288863240719116,0.115830760434006,0.725652377352822,-0.612178759914016,-0.422682673568225,1.37693794777699,-0.33819229676418,-0.0586491562139081
"93671",-0.213863459037023,-0.239427698425723,1.79764588503438,-1.35710656836926,0.56985043607708,-0.405535718813988,0.510506420007082,-0.427322566182567,-0.494654106144668,-0.760961949106134,-0.15489468019708,-0.133344879468844,0.506777913274376,1.09479700308773,1.21337582682683,0.00431713626302873,-1.13311113454897,0.00811268337984662,0.647110508226638,0.361231780792646,0.769180107777307,0.0324820095458216,-0.251055046838011,0.379254300022108,1.18711929267978,1.26437893948921,-1.09157862822556,-1.51715401058427,-0.902969632977892,-0.307474521772264,-0.520664383074994,-0.586921486448502,-1.82955161560574,-0.293076064346777,0.44148809432506,-0.735653289003455,1.33816857309144,-0.324608930567373,-0.0683813507270445
"93673",-2.27728632303825,1.05536973822442,0.6564617070155,-1.42044852564346,-1.07109330536209,-1.53369487552925,0.178813352713758,0.344294248676301,-0.730122980084058,0.769211003081958,0.825414833981376,-0.126937481320364,-1.1378536229965,0.390532138804611,0.331022251940049,0.942123469865358,0.0193242881146601,-0.0236133885640887,-1.50650856342071,-1.87300944344317,0.0406349545364787,0.757183320572325,0.838656315079287,-1.00908907595227,-0.336983851574387,0.294501711050228,0.622656110585032,1.04737736398414,0.217121614663763,-0.149407407824607,0.159818745750662,-0.279288863978106,1.51144731502235,0.160454642688673,0.254562214718005,0.876902436283216,-0.817595364523621,0.0725015660158842,0.0159077072260232
"93674",2.61609303622885,-0.151604781379832,0.355081771272585,0.187992024812074,-0.42330075954299,0.401792074196387,-1.60584431113862,0.0783226994758242,-1.1342062335451,-0.278986656054969,0.689269282369886,-1.8014782201077,-0.409336866718026,-0.441204896841014,-1.29613016337032,0.966886746657672,0.18260759911707,0.666953508598303,0.285657539462502,-0.0435612455152464,0.850847106000177,-0.968908539281226,-0.294493425949166,0.658392637019659,-1.21108461357939,0.0414530428372661,1.26145584691852,-0.975107811418699,0.358319162148159,-0.124971950656099,-1.77624341243507,-0.0610412729790363,0.856271699901557,-0.637546748083226,-0.112017919687739,-1.00608527325093,-0.585589011731218,0.102500965481022,-0.01948537166445
"93675",-0.734231602798537,0.76640761980467,0.376994802228387,0.545371457633876,0.0556921677723957,-0.00799860878598362,-0.698675526657258,0.648756221689517,-0.79331804495441,-1.34978151640865,-0.61369968861156,0.116478778610173,0.70944903295028,0.629500478395528,0.560137758373188,-0.316996524061888,0.929407414716658,-0.325854049129288,0.178669386906552,-0.812647516155181,-0.573208709652298,-0.383883306710295,-1.61323144042422,-1.2776521008046,-0.539212597073227,-0.846539694367263,0.400561600617358,-0.663816097039882,0.129458449372683,1.12335008598188,0.100022481944929,-0.215694680141976,-0.22886170294211,-0.0489082441976733,-0.202482484682356,0.346637501735767,0.333164643598051,0.40725339463302,0.0904728002251071
"93676",0.0857204788803381,1.3686353349365,1.20528935008113,0.530318723582139,1.16056603887357,0.72115578734792,0.58126636876382,0.398394157975608,-0.262755499963489,-0.927345831253562,-0.0879794939373708,-0.511108222856018,-0.242442015038176,-0.0769477770675586,0.497358950967835,-0.271122108076697,-0.00912661648429753,0.887150924382066,0.794947989933137,-0.136654105428086,0.2610709445048,-0.0208967636372281,-0.115254386556889,0.672975097143732,0.294715172200134,0.0736013790477872,0.761092478761337,-0.272819691571493,-1.3941166444744,-0.687979306349965,0.648074242102727,-0.6156189281828,-0.977499620936315,-0.283522709886529,-1.87446528858555,0.925576618756072,1.07650601459459,0.376137846433276,-0.0876327546172604
"93678",0.447277846870749,1.52643218078799,-0.465207785033347,0.409225289972048,-0.451245340976072,1.55640622642885,2.73875898868842,-0.940411426781226,2.01668258376796,0.310841587803403,0.731871130949714,-0.38720354952889,0.197229694709814,-2.99051017241476,0.0262315251063413,0.772965115756401,0.00976323087196722,-0.221273917312434,0.536250563257575,-0.493146125139144,0.703608327302098,1.87103230380216,0.0356504439965691,0.704054166774454,1.15584271644988,-1.85736094360037,0.596286406251547,-0.561560510835611,0.431051339267831,0.123335460209824,-0.924368704919208,-0.601608581867378,0.0162062216557174,-0.791757487781342,0.779732327338349,-0.217814056291072,-0.868573514291343,0.30084028425441,0.015780427226473
"93679",3.39610590650852,0.796049343718567,0.858036624079791,-0.67768109203074,-0.151107614648466,0.299691327703197,0.255708346014725,0.46082612605929,-0.482520135741697,-0.0117683638137396,-0.994709185316772,-0.623361827641887,0.361185121596529,0.796601548291371,-1.48650563713265,1.51763123140161,0.925398162424092,-0.0478239913059881,1.02100293054829,0.722075666759639,0.28559509369349,0.488572104495694,1.60853593016928,1.53415688722689,0.274752164307109,0.752430004980581,-1.79944590953534,0.297368613100085,1.41650834387781,0.841402471871395,-0.540870288110834,0.243421020691892,0.140621769863391,-0.387296498460353,0.341393639856455,0.21823263332867,-1.08781540916178,-0.550817962467588,0.0603558707297493
"93680",0.0848238216056563,1.11088410508521,0.101190289077644,1.5821323218525,-0.274495011195178,-0.470447396867237,0.80268911578017,-0.924130364955003,-0.265573478057421,0.899802165362915,0.121678614259934,-0.00472906603642123,1.13706864148908,-0.0681231139186293,0.801648725800147,-0.375034993792037,-1.4393817851837,-0.289772599691566,0.68978497389601,-0.430982826250176,-0.794455522574007,0.391620863893083,-0.580249239560027,-0.0291988874312969,-0.280704465936473,-0.25305580762081,-0.693442392754758,-0.449357361271022,-0.226869484176282,0.362110959585381,1.38270769818782,0.704745422745849,-0.106065086255973,-0.686989473945913,-0.359381207656071,1.07285151325666,-0.352429528180743,-0.246034015067087,0.00464458125085841
