"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5","Comp 6","Comp 7","Comp 8","Comp 9","Comp 10","Comp 11","Comp 12","Comp 13","Comp 14","Comp 15","Comp 16","Comp 17","Comp 18","Comp 19","Comp 20","Comp 21","Comp 22","Comp 23","Comp 24","Comp 25","Comp 26","Comp 27","Comp 28","Comp 29","Comp 30","Comp 31","Comp 32","Comp 33","Comp 34","Comp 35","Comp 36","Comp 37","Comp 38","Comp 39","Comp 40"
"205053",-0.68518894390904,-1.48801759363935,2.40179714679109,0.314382120701647,0.636887999164282,-2.35868891230217,-1.1581007962027,-1.02459667999531,-2.28903838537111,0.0696674210086549,-1.53560920200178,-0.995097113415203,-2.35000897303547,0.607276440936933,0.401849250590138,-0.300513718919993,0.238253010023725,0.61879165475146,-1.05187383093989,0.266600374878595,-0.763823815620226,-0.306309435897556,0.832992992118975,0.011371093008737,-1.64204533313037,-1.07714337645824,-0.456021482521047,-0.308579257506565,0.783539190072653,0.465062627984102,-0.212877484590031,0.698084519598379,-0.475121842109749,0.261451534215266,0.951992564318195,0.235043706822136,0.291635172180912,0.607028901892689,-0.121315612197798,-0.01432835442288
"205054",0.154727522164908,-0.299488247849688,-0.533700489500965,0.986390878691498,-0.447954782435589,-1.56802167254256,-0.331232173609074,0.243712433975484,-0.0137087361630651,-0.285961761447763,0.142482946062978,1.16857509021832,0.194512711831916,-1.17275475808491,-0.890151269396823,-0.521515896615911,-0.202002844428544,-1.10783756517096,-0.463198478169695,-0.669424053178882,-0.379118463379336,-0.0570169039986918,-2.07617532404352,0.402877327209878,-0.209732109196866,-0.134295683278136,0.4447765980335,-0.157913116798444,0.481750337569334,0.977830650750233,-1.7707179788419,0.584938645822057,0.522551203240782,-0.334873188959472,0.625464112509537,-0.0825900341915289,-0.226976636071772,-0.106165232097133,-0.0358389676536498,-0.0149136359876481
"205055",-3.60860216043244,0.955695142185494,-1.23974946569422,0.787460402069601,-0.660265836564054,0.169095949867556,-0.239106065146138,-0.431936266010354,-0.984083286690563,1.55035875274229,-1.4853104761827,0.424776560748968,0.456192068312334,-0.976965251445245,-0.307106511538395,-0.69003519830061,-0.0654222920444151,0.468837283499097,1.31030977075432,0.729245928125991,0.072282102357925,-0.288842894351378,-1.85633558710343,0.127597846627834,-1.38114797773379,-1.37382843458662,-0.308381017499335,-0.608279164893295,0.169318959344981,-0.532977276718425,-2.41161012969193,0.720230723129986,0.691933402161105,0.522721864351319,-0.994751813976347,-2.58840373318282,-0.507834303167378,0.409780621067814,-0.123741647760764,-0.0142971335537709
"205056",-0.119616907728885,-0.153874467399952,-1.10686864416844,-0.280603038354253,-1.03273167165412,-0.118251236265831,-0.835555773279746,-1.24956094757975,0.754733135463713,-1.31608620178886,-0.598905737381699,1.06869448283814,0.242334410668405,0.1516327805231,-0.426207727944562,1.02160745227586,-1.07380430814963,0.877626785657388,0.38421505337391,-0.731696703484884,1.47685081738255,0.968614557080991,-0.145183958815945,0.882241506734502,-0.0374501645607096,-0.13337180064467,1.26501034356811,-0.564085102515058,0.402207312707438,-0.142063780101137,-1.10127514218962,0.44823728345134,-0.325052254820672,-0.354250681873484,0.677798278964415,0.944196721150253,0.886316840775849,-0.0241744477635768,0.360136847572471,-0.00800205265802213
"205057",1.14767825165332,1.2998849317408,-0.20809562798036,0.879344502932342,-1.99486388150705,1.00364632909701,0.117528612027402,-0.452814579290613,0.216164682789171,-0.967036276050568,-0.0663990015425511,0.191355929551693,-0.461207554820288,-0.351379046294138,1.21100817957594,-0.466407630662485,0.612987753366744,-0.209783066515736,-1.00861227658495,0.530985505838046,-0.0595477839426628,-0.257950604614376,0.56244512350851,-0.0719342337257429,-0.269522862163417,0.265331921911697,-1.01656858243628,0.574531505192844,-1.15723865546029,-0.166732521751072,-0.901389331059136,0.951880073702823,-0.0277682708719389,0.113148771943212,0.696058001118409,0.0627108550055885,-0.743442286425552,-0.332849624758066,-0.247665859860041,0.000426523676675908
"205058",0.54690750639118,-1.3896638315232,0.359465395291039,0.109396449380049,-1.39205102122105,0.17789292925268,1.06390615654799,2.35229832254116,-1.08922921820927,1.11290414525138,-0.735908046132169,0.211437896965554,1.68704406183596,0.369110058857644,-1.22839971962238,0.782895358845528,-0.101804173308077,-0.836699316767254,0.593721335959201,-0.155201465492934,1.56171567168082,-0.0686775056765293,0.637766483589171,-1.03558658255545,0.799571210778338,-1.02788060219039,-0.318747507591332,0.88749627857187,-0.887588177640548,1.24038032809681,-1.24398294060002,0.22337204365033,-0.78751513767481,0.785899682760152,-0.430812691710323,0.420350893913429,0.63821975841747,-0.394411466662615,-0.0045685877363156,-0.00810600825609935
"205059",-1.12503659057566,0.704032231780811,-1.05251458861301,-1.06851384370582,0.525679135920935,-0.161394689080982,0.225835172734296,0.394041599580843,-1.03062263641047,1.48877744892029,-0.385425139313115,0.38000519784659,-0.740358334059969,0.258449224009704,0.714065237128343,-1.16202593792903,0.31927645552346,0.679683197516817,0.286517517418194,-0.945583769232496,-0.206610216736304,0.512882884654404,0.00249205927139018,-0.216831829117739,0.592291721469283,-0.318010560404899,0.0675459358205058,0.326498119731444,0.77623676890797,0.566398691271718,-0.629615218679592,0.127295123364936,1.04828745264966,-0.227449104950159,0.123127421782157,-0.765955633994762,-1.00411126030192,0.252087581818629,0.301312144484212,-0.00932190328922443
"205060",1.18365349557911,0.581240025947827,-1.4308047111796,-0.0655168770127856,-1.83406005299229,0.810285026369753,0.661648325126064,-0.0102518623159398,0.134045696512305,-0.835809616209679,0.543607260062314,-0.906913283535988,-0.56170822694666,0.828309587123941,0.991146947490199,-0.109306154389917,0.328278613127277,-0.388100725645469,-0.846650289166873,0.167314740426351,0.780988526330779,0.531759770937081,0.712213099090797,-0.236286779160591,-1.11902204878857,0.645307625130455,0.763429644500951,0.297456553213826,-0.839557284384249,0.124645571460629,-0.150613114927542,1.29406887684161,-0.727452552851211,-0.497747935041825,0.535543665802993,-0.299329738595421,-0.558814114945343,-0.165991510739371,-0.401656495452755,0.0133104333210789
"205061",1.83765059233808,0.502923199070923,0.405249793735901,-0.688908812340658,-0.555325772454203,-0.929416478983818,-1.79566048714841,1.00860671159211,-0.445685471622948,-0.952294125975325,-0.295444244762811,0.220411111329988,-1.19534880462501,0.486963922805722,-0.167850411359605,-0.254141857536471,-0.114986211004954,1.31355693700244,1.00986563440794,0.870396732723658,0.948547510846121,-0.625949817182509,-0.340842720210731,0.850747471462029,-0.77511861882769,0.406066482343367,-0.659705173173748,0.610122772473703,0.00387989647813153,-1.03812992986169,0.152486096706419,-0.899173856569856,0.879692923177852,0.155417921351264,-0.161460188213804,0.0253579612858163,0.79140014246675,-0.277562331011518,-0.263130090416736,-0.0187906097271385
"205062",2.02337106638893,-1.26038832092558,0.602196068598366,-0.398766009053143,-1.19234641465624,0.498274354119394,0.516564211695294,1.383346668866,-1.31258318779731,0.0527652850187728,-0.768007524974788,0.140761238777115,1.80698970984838,0.462741933995395,-0.867426636484892,0.241905499720805,0.0228533657178398,-0.756790684417132,1.0876641987698,-0.525586686123983,2.32665674015852,-0.55783300679151,0.753497316233657,-1.94432322259956,0.577652352116847,-0.766110168583954,-0.660974192708538,1.2137652842193,-0.42422080152115,0.265260613371053,0.386744024966987,-0.724725487828321,-0.985654742943224,1.11210773102229,0.517775730629834,0.456899720023203,0.991230200334821,-0.208525063886184,-0.155729792511874,-0.00363868121187692
