"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5","Comp 6","Comp 7","Comp 8","Comp 9","Comp 10","Comp 11","Comp 12","Comp 13","Comp 14","Comp 15","Comp 16","Comp 17","Comp 18","Comp 19","Comp 20","Comp 21","Comp 22","Comp 23","Comp 24","Comp 25","Comp 26","Comp 27","Comp 28","Comp 29","Comp 30","Comp 31","Comp 32","Comp 33","Comp 34","Comp 35","Comp 36","Comp 37","Comp 38","Comp 39","Comp 40","Comp 41","Comp 42"
"265126",-0.798087073686878,1.47993218506952,-0.800053504146933,0.0302096774532109,0.9839661136038,0.909032939714325,-0.420425851092584,-0.381145218997932,0.0787028557926222,-1.04742323160664,-0.758096733741904,2.01519460179385,0.0733166015075851,0.880264669910079,-0.237226499625596,-0.475108281550046,0.725626598892155,1.44749071633494,1.24600789562812,0.85310244279133,-0.808026317635526,0.986992841255025,0.385512354330349,1.48234286371753,-0.142046086580077,-0.892149106321364,-0.991416758549405,0.540816788987128,-0.214110334880542,-0.935499785552557,0.140099277200355,-0.207204301015623,-0.152741050927903,-0.482734111619974,0.334821936628983,0.0763822536551188,-1.06476518628719,-1.67657775062558,-0.62422209883353,0.0520418735234886,0.00528563466027448,0.069140592019844
"265127",-0.136978819231469,-0.0852300191046182,-0.822468700425971,0.221720592178353,0.385019791138455,-1.79075076468544,-1.23199981657277,1.45612783822573,-0.0217003979793948,1.36351430618151,-0.270741478302639,-0.923869378871062,0.951547346752379,-0.596041821046872,-0.538088933680906,-1.20017619659207,-0.0922923616081362,0.958775544253873,0.122439508889418,0.521857428296294,0.0909596409540815,-0.417078757141262,-0.666046538289316,-0.533302093950172,0.514692546953478,0.00761464426698052,0.112611342042053,0.398378069143924,0.710481924019542,-0.357692452851584,-0.535498475384851,0.581737284196542,1.71361565665825,0.182598859683887,-0.606960416536326,-0.0287765601159542,0.972290280345967,0.607411616652754,-0.573325358354702,-0.023502466804056,-0.0037722656074502,0.02790836525067
"265128",-0.51867599241091,0.625426487243839,0.0575776515015176,0.166689409403546,0.319150129116601,-1.07873968297521,-0.17268824631551,0.574567691366881,-0.510755405523172,0.661195290590514,-0.382961902479122,-1.11987728996042,0.430040990457456,-0.177666066402049,0.470193799869131,-0.406629770063884,-0.659359653989154,1.42638020367107,0.182918756798185,0.626384591883314,0.281156940543485,0.254922180064581,-0.213718528796578,-0.861686646191571,0.310132431463073,-1.27272845072561,-0.0914996576133034,0.147848904442224,-0.218188408605335,-0.843801411813737,-0.316747746840125,0.194703111278773,-0.176282224874304,0.563185771717486,-0.748859719080595,-0.567417564445073,0.403105611457463,0.0385489075499547,0.237017113214198,-0.143612933620415,0.0125867661610296,0.0455995243409453
"265129",-0.378188315061871,0.634694538808125,0.199608078475479,-0.0448500574670804,0.775472458879294,-0.413428337172822,-0.0536611312670875,-0.55985093221454,1.04958394791863,0.30964880708236,0.419221381083814,-1.64373458548341,0.100395326864596,0.130456329232313,0.264784289230897,-0.113701435524461,0.22392558685254,-0.210771178060126,0.353420268037033,0.208290106707384,-0.130419921142252,-0.11819584389401,-1.36201636930618,0.924898225814159,-0.327080461876343,-0.973837294280456,0.461324519517671,-0.258027297051638,-0.196469804423237,-0.740278319418197,0.331200546426715,-0.595099329497604,-0.452874702563725,0.273861482713587,-0.595074974173364,0.978453583892859,0.41257613614828,0.675631808219529,-0.472200123289789,-0.188812360745611,-0.00433497286175084,0.030709431445141
"265130",1.91936777079468,-0.93870145698559,-0.173081404540387,1.55579268919671,-0.363608774981458,0.677993991901293,-0.00824508671326881,0.818590168605623,-0.272653065190766,-0.756943969141972,-0.807299908235203,0.513351873401277,-0.153962892013259,0.20256711176605,-0.595529630601978,-0.135874441313706,-0.101708498303501,-0.572488869650721,1.33572593520086,0.316246317756116,-0.849896104283452,-1.86044796160662,-1.00434454677874,-0.224055574567131,-0.993135774033401,-1.07647739631498,-0.57499134204371,-0.24843149030623,0.312038533749079,-0.0487263743015851,-2.15850442989376,-0.464619036690432,1.16456049852687,0.547797384772305,-1.38935435012613,0.181281920524691,0.248375192733456,0.00678501056509385,1.24516681219845,-0.134901123457247,0.00262240042400563,-0.0318229701819213
"265131",-0.805495320916365,0.995423171762017,-0.839342095756192,0.333419975903499,-0.0269755082986125,1.06521851272899,1.01597050305515,-0.884179909078765,-1.25399314579886,1.60504292895821,-0.24537591475471,-0.298755387715497,0.00113633716576014,-0.867883522295253,-1.00311167944891,0.572394690500439,0.50260347156628,0.668134353299561,-0.832037469984919,-0.0144216423582938,0.0416940336867515,-1.00270848824249,-0.410802185793686,-0.36552360695129,-0.435849637201431,-0.0679980787583816,0.0792345817847064,-0.345910761991321,1.06030797133367,0.430484898274097,-0.321325264142685,-0.307118984000832,0.0482774051835216,-0.444985874389282,0.400948575741242,0.227579803545403,0.343663983730715,-0.420250610242224,-0.192274855900594,0.115127642565774,0.00263050236364275,-0.0681733021899527
"265132",-0.904969555133595,0.0687559142773556,-1.72439536901763,0.312263834788622,0.429979655059359,1.2329390380032,0.537037625490455,-1.91446701061824,-1.09066819058337,0.820928638294323,0.373644744753056,0.162848142095168,-0.728312293815828,-0.794270710250969,-1.55059719722053,-0.123550058889689,0.0781291868415569,-0.522673855628873,-1.12504606746146,-0.576735752581004,-0.723541057172078,-0.651807894029219,-0.247008178984942,0.368416041878836,-0.117669615519827,0.163177233471273,0.537572682089421,-0.125844480768288,1.0360109349268,-0.70835085280335,-0.412786027087148,-1.4570620713606,0.292976892829012,-0.313585918869153,0.625379377569281,-0.122825251929613,-0.224536719916244,-0.43164944960763,0.40911530429694,0.0669228525147303,0.0143335929794063,0.00512703378584889
"265133",-0.846776793676773,1.52964409591511,-1.01559254913729,0.787244963388594,-0.159593435831629,1.27620925370678,0.109544211918185,-0.151148250769506,-0.520010815345117,1.00907566725596,-0.507883046125022,-1.44619993938298,0.300901728135766,-0.430535924997123,-0.407104935353441,0.543390422543886,-0.585928173106895,-0.00907189070170183,-2.16505904954499,-0.143996478826519,-0.856570358841204,-0.894042962880871,-0.264433928774606,0.359847688246027,-0.0436048765654423,-0.509921967915576,0.212939182519953,-0.468346415182605,0.0232141217870415,0.623926762570257,-0.135973692652398,-0.569834658788356,0.345056667263388,-0.793600562019693,-0.0551343037878088,0.371232004559985,0.301345628430648,-0.528101269630753,0.00542193718624587,0.0835734635620638,0.00595930171979447,0.00644261883159403
"265134",1.32516968827892,-0.93893124078688,-0.0659330617889334,0.0870497097298427,-1.06325307069914,-0.495928485142335,-0.368975046056385,-0.470837241107167,0.974731652672797,0.268672257738837,0.476272333184543,0.817617359055762,-0.525428769690938,-0.76371480298259,-0.832742502010802,1.08226845731316,0.00305686687544676,-0.577377480010072,0.319320498455126,-1.73253517914898,-0.66611225989712,-0.0949983171799666,0.17509227926477,-1.21358070524292,-0.941169220088822,-1.62146597569444,-0.384569728350586,-0.194655682096593,0.208899008925404,-0.1020157156681,0.782344351781639,0.220567623760096,-1.00457771884302,-0.512138175062003,-0.256193939339764,-0.45789943422983,-0.578187297362667,0.733246897522174,0.709497417501796,0.0868218748399902,0.00635223922045154,0.00140163990006115
"265135",-0.146107790279447,-0.729208192882491,0.0585179996609147,-1.93137391178431,-0.801493438154791,0.874262520526342,-0.781279407591834,0.106950593615123,0.0847129929584168,0.391455241904636,-0.0553550430671354,-1.41752278005585,-2.31359382967818,-1.22545317852211,-0.518359404731395,-0.689871752784523,0.686236387346868,-0.599005431192765,0.7913316528981,0.327966883112037,2.28422808653155,0.337463420459959,0.105342103551781,0.332322759741843,0.428794476748288,0.308320753263739,0.233385821011565,0.398996618960947,0.718171318720851,0.175735128827099,0.28028613271412,-0.968979955815106,-0.391885447684863,0.310204232759008,0.633476555092957,-0.862601321182362,-1.76804189089854,-1.90790302128513,-0.424119150283036,0.0426083377458446,0.0124511823058623,0.0514352709426992
