"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5","Comp 6","Comp 7","Comp 8","Comp 9","Comp 10","Comp 11","Comp 12","Comp 13","Comp 14","Comp 15","Comp 16","Comp 17","Comp 18","Comp 19","Comp 20","Comp 21","Comp 22","Comp 23","Comp 24","Comp 25","Comp 26","Comp 27","Comp 28","Comp 29","Comp 30","Comp 31","Comp 32","Comp 33","Comp 34","Comp 35","Comp 36"
"119824",-0.954646773747323,-1.84818329267348,-2.96710179559315,-1.39495487311433,-1.96726624939284,-0.123567386746721,-0.0113739277713401,-0.3191317461069,-1.10506442563788,-1.3028223011787,-0.754049028850529,-1.2530151056608,-0.337159327210503,0.0546821443259153,-0.831331874686661,0.776582574689582,-0.21361857653604,0.620424008539,0.558098312408272,0.879117528589226,0.378399198737315,-0.226839765856206,-0.336288025631656,-1.29759132480717,-0.165638909164067,-0.655773474993752,0.122383123280487,-0.0596785459944094,-0.648331570565495,0.849335204193186,0.475503802391777,0.149299528521395,0.948492137468963,-0.444312974376828,0.365206988629579,0.541058398132426
"119825",-0.716973501673787,1.74266431318709,-0.383557425979345,0.439156760645471,1.19476876560503,0.347423032177819,-0.238940747575826,1.23413238836097,0.594467354450378,-0.81169432618311,0.714916491722809,-1.10813429821405,-0.878620654446996,1.10610324646768,0.0716116776989683,0.556606579940423,-0.18677222548801,-0.426010331154558,0.13573734832426,0.771994812335038,-0.535196590658372,-0.711251853837695,-0.390786920000223,0.374783716268533,-0.192666469910229,0.592506156429536,-0.0257447537720297,-0.55749778042446,-0.00421610044620357,-0.57025917391763,0.393444345821981,-0.468933115390394,-0.541154108003359,0.328057276686132,0.724885201367474,-0.60215695767155
"119826",-0.198922307984784,-0.131728813291311,1.69363858628851,0.847946374455703,-0.538509033791121,-1.01369368759561,0.365583265588337,-1.09357283110694,0.921830462191613,0.891213459619539,0.83898841387822,-1.78062438992018,0.569294409399931,0.80288428745638,0.13489122338579,0.0335476281599706,-0.319190153183858,0.657131820600804,-1.08915102357475,1.26070649702996,-1.40215254203095,0.0377049153884999,-0.371011120990431,-1.83957475979585,-0.00934107820492362,-1.14484185981696,0.406001637323912,1.83906731655283,0.000652406406309317,1.98900686852191,-1.19959395223235,0.114052639198613,-1.12285751135593,-0.432824816693481,-0.312552798121589,0.0613461657077871
"119827",1.78810876481322,-2.37179993627511,-1.99113365445642,-1.6098350692597,-1.92117509334454,0.0640578955336669,-0.176166284002476,0.376724301697136,0.194570587204716,0.640826741160692,1.28369965171403,0.672051141342804,1.18691929739425,1.11043724432602,-0.0394557666947095,-0.2246372609508,-0.898067306219887,0.0985875105083079,-0.112496997135478,0.0556967135419377,0.530478193292036,-0.295684454428963,-0.365278262262956,-0.202534141957282,0.345790384418329,0.442029763712042,-0.219754865125846,-1.36216713122196,0.102090271685689,1.26831309769688,0.468350444358074,-0.426925123563359,0.174709823352923,0.746959612334821,0.361211229786675,0.0516791837423562
"119828",1.72759747689687,-0.00862613478913915,-1.05806364202557,-0.411781891441925,0.189719255349673,1.33665508027173,0.486757194804743,-0.399817491190606,-0.748295605131461,-1.07705970911896,-1.18776656854767,-0.703039045936017,0.801855677283893,0.0889055815550312,0.175361850817802,0.505123833431539,-0.606739433317521,0.567625430579186,-0.418706900783005,-0.257547257605502,0.576472772282756,-0.556450438627096,-0.124034199508448,-0.54190551409723,0.229593722914041,0.0957152583647554,0.886097219799989,-1.35431595412783,-0.498002550272685,1.15452677109176,-0.419466945221242,-0.470010702806695,0.767166231786584,0.666757185125094,0.0906740280767861,0.356947070721453
"119829",2.4916569297265,-0.780747815941191,-1.25709968768451,0.594034406690452,-1.29540075161594,0.330232221444236,0.446267726292953,-0.0113949655985724,-0.654397964005175,0.684709771121677,1.09370182315859,-0.603296962184451,0.877765215061609,0.654196434920534,-1.21090655891401,0.119466205486719,-0.400507793947953,0.318049936725072,0.244081284047133,-0.912133539071073,0.47746135487064,-0.258299042936507,-0.139084958686237,-0.379993164691288,0.403574289324824,-0.337923955358584,1.27031493374651,-0.90860108761266,0.899763515520848,-0.0911046568105833,0.456131460754831,0.0511941510286787,0.699593174880748,0.0275435573553184,1.21807723788472,0.680112542610119
"119830",-0.907919365829473,-0.255140413347619,-0.703470782932323,-1.299173928099,-0.487090269294363,-0.668306210296548,-0.408661530402891,0.397155197584204,-0.349569344205999,0.966911497825859,-0.0638357835242281,0.308903710037253,-1.26687950771671,-0.116090922961316,0.73811206319598,1.52520554105346,-0.649981779054293,-0.162575263573149,-0.501290899617165,0.761105352304838,1.06858754732445,-0.836353977262832,0.260722566545876,-0.509602803556837,-1.06501250227428,-0.240881807872379,-0.434114370451058,0.0659563121136471,0.502937994757319,-0.388502374794688,0.605423346274084,0.284524938601154,0.76573232748133,0.335786049194511,0.682182520818857,1.45589650252753
"119831",-1.42257137596946,-0.853538275526301,-0.327153240726713,3.66443124456839,0.928501822671685,0.376332012097433,1.17890299651746,-0.347776381923653,-0.370648229410258,-1.78387831692633,0.487505805413186,1.11262365460589,-0.4817402319196,-0.589502744045966,1.64828409896772,-2.38081238428532,-0.664607589433265,-1.04907478657789,0.945901962072636,0.00739586483716937,-0.641324477921782,1.58665086394868,1.43685455414055,-3.22117208381356,0.257643939010018,0.350376993759542,0.646890847054807,-1.45984678627891,0.293760145701623,-1.49860775884581,0.0895393746789518,0.054973766907943,-0.501599568345043,0.307986323090511,0.0896819859869137,0.409316693782765
"119832",0.635739691139414,1.60409646546153,-0.514679376752336,-0.0450023384034454,0.324055200665646,-0.851218213139186,0.779093510939941,0.105722892556485,0.18050593080875,0.343511545244271,-1.25292192295196,1.88008991125914,0.637391059164277,0.889432869299632,-0.918605972137267,-1.31739664714354,-0.190787704346492,1.79817538826826,-0.380391843732828,0.243672937053926,0.257089797476681,-1.01342908352899,0.934245404598459,-0.0268132376793376,-1.10000499423985,0.866860981930661,-0.328058788886219,-0.205415739089505,-0.349769265449817,0.0723601572187256,-0.195786453459445,-0.645051539024091,0.701039962006733,-0.445635372262203,-0.0276952337587081,0.596953307044748
"119833",1.54731167366599,-0.315001589043531,-0.561409667989384,-0.263092046421791,0.780328964743407,1.3065853265194,-0.8992141499452,-0.264688185799152,0.12666177123789,-1.32499745209309,-1.14307040905476,0.12683159655213,0.0667359363701632,-0.635787131160914,-0.687898501872271,-0.00451111984537304,-0.292039613805752,0.629206760763089,-0.537749976976123,-0.305129082853976,0.627940034937623,0.481360444544324,-0.162512788122749,0.0989355592192742,-0.496083591951486,-0.150732548508042,0.696511622975843,-1.19901223313793,0.866151936300678,0.560465113074945,-0.415814318831829,0.142057499028745,0.468948661432579,0.360372551883981,-1.10690157953889,1.34016719798803
