"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5","Comp 6","Comp 7","Comp 8","Comp 9","Comp 10","Comp 11","Comp 12","Comp 13","Comp 14","Comp 15","Comp 16","Comp 17","Comp 18","Comp 19","Comp 20","Comp 21","Comp 22","Comp 23","Comp 24","Comp 25","Comp 26","Comp 27","Comp 28","Comp 29","Comp 30","Comp 31","Comp 32","Comp 33","Comp 34","Comp 35","Comp 36","Comp 37","Comp 38","Comp 39","Comp 40","Comp 41"
"314181",-1.4190445259804,-0.440979254199701,0.604722834274567,2.27673173014628,0.434891615634389,1.33734544480351,0.285422711396244,0.529308690399253,-0.231351898712758,0.25553564153843,-1.10690370536076,-0.553163044634053,-0.671039366572953,-0.466058203837021,-0.317115183427959,-0.106779301652403,0.74697224096064,1.01459792839719,1.38283573254748,-0.353799969663169,0.381791653849203,-0.262934682944064,0.297067811097413,0.327153579889266,0.286471058221837,0.12862043364188,-0.919648473820381,-0.546688962753826,-0.463696093570496,-0.201581770282604,-0.0649682623222874,-0.324646068467923,-0.881587315338061,-0.333192345033974,0.134938915861171,0.30867557071116,0.40369576090211,0.139540455578439,-0.260259108583556,-0.228011187232246,-0.340860883911686
"314182",-0.215320005942574,0.790482251699764,0.659742365011434,0.511024494442417,0.223601833652839,-0.646394374076584,-1.17333758874044,-2.05721578153137,1.23500713108398,-1.72499868297086,-0.965279236970335,-1.27010123265212,-0.716141258468824,-1.06172501305221,-0.659345898658192,-0.962888024479467,-0.464066275817482,-1.00971016519755,0.345263561841359,1.40232229371512,0.264334401128629,-0.218756192807206,-0.158565699941175,0.138321592519629,0.647050039481148,1.22850863397968,-0.213001083442119,-0.204517681589884,-0.465227304809768,1.6179163876611,1.42892616173133,0.189237322582834,1.02949322026165,-1.00851348479995,-0.299883019500965,-0.684047783580718,0.279093240224511,0.113752033978542,-0.519924312273048,0.375001480820304,0.0307624438906922
"314183",0.30990435696628,0.798207874818498,0.688738954260139,0.879764173674157,-1.1759767936532,-1.04165451456339,1.19188639375338,-1.28299983646403,2.20529105019206,-1.60382200656878,-0.0756490394489669,1.04007347376757,2.1929323529606,-0.706851837130971,-0.270785988806267,-0.939116652324078,0.89543870559646,0.234543581271544,-0.44503967979625,0.0228363451578431,0.377760634301003,0.536717706041486,-0.170435781165053,0.532552243489871,-0.150106978742114,-0.30916708320007,-0.377061913066888,0.194092874491382,-0.0843420291797783,-0.0366501765326912,0.926342564684144,-1.53286080732683,0.0422757234294274,1.82799879693779,-2.03219208252604,2.4837895412126,-2.04427649360535,1.57841509789462,-0.939617905041295,1.3584332924225,0.142382022969463
"314184",-0.0602002163226888,-0.751597902180459,-0.289933818070876,-0.829816331007101,4.1744780906452,-1.51019099047217,0.661298535760304,-2.07655001814336,-0.500989544239196,0.406303425002565,0.697555110113843,0.915084991797893,-0.23889226251237,-0.0767388866115584,-2.63108519564123,2.14362591826849,-2.30252237571114,0.653212917099104,0.508829896660219,-1.81163424558341,2.45603789193547,-0.312290594998762,-0.526912696504979,-2.99327349183666,-0.0678051494765475,0.365981544353205,2.29832872879093,0.30598991903279,0.166856512426343,-0.79247435057329,0.193567729889469,-1.40821733349447,-0.198972766699386,-0.591035618526943,1.38414824552488,-0.0773774417992735,-0.594148089581802,0.822970270315405,0.844352446437194,0.752681778561672,-0.138111514663166
"314185",-1.13720119640953,0.849024727656848,1.13640163006335,2.49254632838541,-1.37334812375095,-1.33635872463286,-0.592767136898037,0.65617985778866,-0.334271918299425,-0.10991445662273,0.282196345726951,3.02165420208686,-0.829433836599439,0.389336182283425,0.94608780901574,0.519992240288154,-0.945023630721618,-0.911703295227571,0.437575961125658,-1.15673096052407,1.23247915120019,0.604590169845214,1.00505958890024,0.204199205425617,0.764761766846346,0.493748250439913,0.470537650829599,0.496118227861951,-0.428534621394872,0.230724514770187,-0.271034008181637,0.534176772530658,1.13599277426518,-0.238625262963312,-1.2594139090703,-0.105665314441487,0.720856873988724,-0.461354332324178,1.42901561481726,-0.577104074725286,-0.140353200464572
"314186",-0.316495104577729,0.510183607375824,1.25599060216557,1.58259250999152,-0.107208233096938,-1.30915414651136,-0.0934294901412819,-2.19545058203411,0.949615571837107,-1.58411287743276,-0.188396091178648,-2.1406395348603,-2.2021278853671,-1.8712957730575,-0.314343307482593,0.376864102082706,0.97429194717513,0.606363852095124,-0.508357906679318,-0.444328011247214,-0.769048769956429,0.704750097370015,-1.82938062187249,-0.950045423414503,-0.187349347578105,0.599316717372153,0.718417364445736,0.133133407199705,-0.0400232174833863,0.937007685746824,0.696414596570716,1.86977965151215,-0.035242098339198,1.31410171576703,0.532862942372942,-0.975264197651542,-1.48731326017445,-0.904528439744154,0.229294124557615,0.109826722307635,0.0948605624128707
"314187",-0.831961361541892,1.64903658153766,-0.338483239685796,0.694607290124713,1.69049730337403,0.877143278764331,0.156609638694216,0.608268322026885,-0.176238978552031,0.872350905501584,-0.522724407561045,0.235901082145742,-0.34827570534632,0.0446856386975519,1.10309176076246,-0.430293375057646,0.755143825074804,0.363290987178583,-0.151259088526677,0.796048539132575,0.459770802498717,0.187040774402197,0.316148736855837,0.53686977675691,0.58277701185849,0.0106044753118953,0.643689292850426,-0.737182157883104,-0.65591598187341,-0.396215373872353,0.605264994061972,0.822442155450375,-0.427339186911961,-0.226639785320494,0.156623705841895,0.4500852222741,-0.396496292668473,0.269241152159921,0.0902733860846657,0.249425789454137,-0.142594579747136
"314188",0.565163723027052,0.663677910825883,0.529689471153842,0.801657055570943,-1.23949948042859,-1.04236391521293,1.17213190119688,-1.33955379862204,2.09932293861323,-1.56130488394093,0.0207197343528397,0.96453562640786,2.08877050771453,-0.67433790853123,-0.304013699730139,-0.899849064873716,1.14428399239682,0.355811212619046,-0.356710299335377,0.0784019082269751,0.379296792209895,0.438135555616081,-0.162523915538253,0.508666451602241,-0.00636346664275083,-0.253074285017724,-0.385663956359825,0.166915122992301,-0.0162463388639813,-0.055379890237157,0.910939577275625,-1.42209050031539,0.226923034591007,1.61358176143356,-2.13789500711018,2.57289526917641,-1.90833619146487,1.56358173893778,-0.955173197804033,1.54057791057913,0.166232549958734
"314189",2.13890519449282,1.21352168094735,-1.6150605221757,-0.0290092564422051,-0.308338228522831,0.662358647058082,-0.573074778490222,0.763074469375767,0.644198837887253,1.10582101664627,-0.438857903018761,0.089605457808255,-0.284738434387834,-0.435365788838038,-0.561843472510217,0.585570939468658,0.442191971487981,0.455026631459307,-0.969056572442777,0.166917230544801,-0.435635547867622,0.580092082806441,-0.19443079750525,-0.248717913460112,0.0349603947943968,0.177282166496534,0.791375747541396,-0.34038845706536,0.21903997662351,0.262400958797296,-0.135718604897906,-0.652291518854306,1.34959337109926,0.558960637144758,-0.464750309764507,0.189187298848375,0.577473335735674,-0.316347105281162,0.447288034387667,0.594021189354227,-0.000128735088644111
"314190",1.06684635144386,1.07580605250517,-2.04088620664925,-0.771860475787592,-1.65568963548234,-1.73606858236707,1.36974876385182,-0.622399887657807,2.21743523764758,-2.3193495291089,-0.360794529874657,1.96137736854711,1.72256410715438,-1.37432187469928,0.470455045103511,0.896889265787644,0.498834312708576,-0.707175118071621,-1.26134591671543,1.71756438721118,1.24616111744129,-0.102687802479756,-0.958846949467585,1.87193911668682,-0.766774797627553,2.14279381914544,0.944543660304453,0.155600096324177,1.89596603792034,-1.36255755453889,-1.19344898011278,-0.20439473283692,-0.982445998676032,0.880991464149875,2.30920222944153,-1.66953328402349,0.635047509592928,-0.463602726336866,-0.638676662730678,-0.657967947027064,-0.55451252082331
