"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5","Comp 6","Comp 7","Comp 8","Comp 9","Comp 10","Comp 11","Comp 12","Comp 13","Comp 14","Comp 15","Comp 16","Comp 17","Comp 18","Comp 19","Comp 20","Comp 21","Comp 22","Comp 23","Comp 24","Comp 25"
"246080",1.94958369438705,0.282420135304196,-1.10812841820661,-0.297391588888543,-1.81247389132424,0.841882407357046,-1.17685373197191,0.390823721910197,-0.0747985576042066,0.325477842786986,0.0120805452266972,0.708184560432531,0.23147641978427,-0.303821410360999,-0.695072918826555,-0.161427047087131,0.344108340486478,-0.326974350497083,-0.763089013226465,0.764566616332299,-0.0764125190225528,0.313975442960318,0.40959944301632,-1.42143874757661,-1.91664611255648
"246081",2.22550841494957,0.345932384123114,-0.00431911611777926,0.200891309277324,-0.0256949335559316,1.55432331117831,0.357868257970734,1.00343000730591,0.119792288725239,1.45210886833726,-1.01929379224562,0.318639237795466,-0.747536614109872,0.75481885158874,0.264093181098546,0.468632226357303,-0.132276790686239,-0.0688388784431016,-0.285806109252002,-0.339940137391205,-1.22961853958439,-1.56747750865633,-0.943835072411374,0.07034910037376,-0.628288250550769
"246082",1.41661455898279,1.31117193889474,0.165568256117009,-1.02210555421224,-0.437361567415477,-0.471233631630263,1.67298796449152,-0.925176122390311,-0.174344547999304,-0.738148776944088,-0.396645138457853,1.74158836351883,-0.383879128998356,0.511712321636065,0.826515225439162,0.844279599982955,-0.790766315314692,-0.0199959948739046,-0.824264439158877,0.0955157171866416,-0.154926809734752,-1.35141617486057,-0.786634649486389,0.700551482026593,0.372719280364634
"246083",1.99458068994559,-0.415133196786543,-0.448023668209953,0.304638227048292,-1.64724942870802,-0.773363409964975,-0.458634712314113,-1.56090738576389,0.436887538288907,-0.572750262886832,-0.904619568355055,0.59632268993336,-0.982786318526621,-2.21460482188697,0.310550294530981,0.442418702982182,0.421617991384115,-0.154007604389695,-0.564922618076341,-2.50850837291517,-0.174436030233437,0.369965148567821,0.0159105397464879,-0.645271606974225,-0.906345921553312
"246084",1.02994674502897,-0.389284639605325,-0.486169519565115,1.11195574249152,0.360949442109305,-0.944312419293725,0.497616622882838,0.369815181316059,1.90266917691414,0.505126360150755,1.84531999631233,0.289587008160918,-0.853818080048421,-0.440729293137139,-0.768885139633548,1.02941151339416,1.13329942446734,0.0940866613219595,2.04093654631069,-0.960931822331267,1.46889222978023,0.85013039241022,-0.725021979577162,-0.814905115550591,-0.134030975334213
"246085",0.959792580392991,0.530384757653524,-0.431245708611583,-0.0106978707231276,-1.81604851703954,0.924418089184212,-0.161845429471953,-0.116043494938202,-0.61709314278715,0.0229738204819533,-0.410561788676842,0.334503564900683,1.1885097353197,1.29419276181909,-0.734470081166565,-0.869734010220063,-0.0620712612875788,-0.37451547187508,0.645402431132904,0.932220983820356,1.79303994465122,0.513153668179236,0.332774665824219,-0.843038058260288,0.171191411837931
"246086",1.21299721976457,-1.21405499030166,0.0519774688988436,0.997206698141487,-0.922724885572086,-0.549407960152829,-0.695133631105482,-0.169021810435385,1.87720630297774,0.0474752415902299,0.184256293122009,0.0669480726945728,-0.151558617434121,-1.58473269061532,0.202829289532913,0.413075639673114,1.53874415017029,0.163961778935297,0.0751813040293881,-1.07680462582934,0.4987389526295,-0.985606137805842,0.254870080825235,-0.315766019560478,0.436539872014149
"246088",1.53236722488894,0.924468381318016,-0.989865083297809,-0.635435439065177,-0.298354679231671,-0.0184577337284439,1.60593374931876,-0.730828331079136,-1.82138646412177,1.63332859096892,-0.782529511136018,-2.69713470462983,0.555232148864109,-0.755739687677236,-0.72460942379852,-1.30009739777734,0.796086804133979,-0.960351036960787,-0.741799614586353,-0.984266491632156,0.313715206344274,-1.07492649772326,0.0261408852183819,-0.499700733995487,2.15684324323078
"246089",0.318548033978236,0.161181079468606,-1.30924749872375,-2.73826002080983,-0.325616670996487,-0.117801691898334,0.464459915969848,-0.090813413359656,1.23007596198696,-0.78511249362886,-0.967109252497806,-0.493317319801656,-0.238849838974625,0.593530106901333,0.340549963187261,0.164180602087249,-1.37041328728158,-0.770686410861347,0.0697591751514793,-0.0372812349740367,-0.279650987040286,0.515623122198688,0.189052058781772,-0.642563001272923,-1.13816159349908
"246090",1.48495009986933,0.99285665071965,-0.068369788028389,-0.411509670475874,1.89787507489375,-1.04060183125514,-0.919192624634111,-0.961942288365842,0.406729186340734,0.293581218541483,-1.14898454931098,-0.367034837837694,2.17056872774956,-0.393030769303048,0.666044775841949,1.46783921559013,-1.29308108125575,-0.949595201905314,0.362791820509678,1.17438701669976,-0.63455950049251,-0.406980352804359,0.122205968021568,0.223991041567001,-1.38519121186012
"246091",0.445451518590468,1.16154918812936,0.970324572636208,-1.41463138565033,0.819961653866527,-0.192956873947911,-0.632198338036764,0.817894755507922,0.0815822438382836,-1.07940681623167,0.587583302637751,-1.7751591379287,0.184546388061552,-0.156572020769901,0.254808703415244,-0.0451527792759635,-0.671172736527434,-0.0684836059083026,0.102676942167885,-0.826449991597501,0.308184830166866,0.897174355950277,-0.177881722121629,-0.0470335668869006,-0.309127036763817
"246092",0.950494486440373,-0.709090850402499,-0.815189245883055,1.26005189553942,1.60468273853901,-0.192834449657268,0.309977719808527,-1.56523331871478,-1.235163754556,0.190586368673935,0.863430263478443,-0.222093634661524,0.641540694692181,0.177246993523783,-0.107109554567675,-0.414494563507775,0.296285233591192,0.0316533688613224,0.917525164080384,-0.550756070236947,-1.10253275985395,0.89330230042478,-0.230601543984525,-0.653161991084059,0.206684447910238
"246093",-1.07637553184769,-0.757773625620369,0.340553430890383,2.01778749266527,0.933398118600698,1.79822063020994,1.79757156326115,1.03626369372373,0.510189052398775,-0.375666782901193,-0.511816540781201,0.169337129425571,0.466630257682297,0.643808601892587,0.948119946068027,-0.321028402467629,-0.100671843427272,-2.01112129212365,1.46184675689703,-0.179959726184977,-0.136039948626682,-1.98742176264372,-0.0925201960020273,0.0184153071980723,-0.034904244606421
"246094",1.06113431613137,1.87345356756381,0.0127709382242919,-0.911166896452566,0.526563054630084,-0.0489733621403934,1.16200460445058,-1.93428362498654,0.411087660928846,-0.541852965424641,-0.0555382097054194,1.78808564751259,-0.039546665929088,0.481987009952835,-0.775716367112905,1.097158233724,-0.316340792245963,-0.0888916892982082,-0.803532015380659,0.243186184757422,0.34192196395221,-1.53342517642414,-0.907965130413754,0.830851236544139,0.220725763010365
"246095",1.02229900853905,0.0444988496176966,0.215271374903926,0.673140653147992,-0.222720067838231,1.48343548958073,-0.890967751086677,0.74349979507687,-0.0769885036314738,0.69646532772043,0.68818611552246,-0.305959447339801,-0.625631177219561,-1.12564148551637,0.713557571816741,1.35521372869367,0.856008654615135,0.617861033307363,0.186216178868143,1.48125948945613,-0.147344978288633,-0.456452992498464,1.03840736664116,-0.301401242448761,-1.61009831052421
"246096",-0.399769432315218,0.992143698977214,0.784509994582971,-2.02684581148196,-0.371592502151882,0.292045358717299,-0.459395759051314,0.186992323892797,0.0870380948189193,-0.745806884737479,0.360203825184403,-1.22353050017482,0.180127021488302,-0.33358980852518,0.521984595336569,0.133054492220952,-0.476511011652145,-0.204659619410287,0.150715334214684,-0.515590596180095,-0.541080142301463,-0.189775340948031,0.519135504016987,-0.371225473385119,-0.490596277860563
"246097",0.644310163595587,-0.562168543930717,-1.2684969043358,-0.342224897431797,-0.72186200944894,1.01723380539515,-1.95059850796635,0.861234175427537,-0.744566163556795,0.0375331021984073,-1.62396229204763,2.22124733514431,-0.0542377286447312,0.88586948227356,-1.92106720136632,-0.172854420004406,0.296932051521726,0.451848853941985,-0.456431648757795,-1.06947690347131,-0.949714872337578,0.595052122250601,-0.370800217698082,0.550376752942753,-0.797367280300459
"246098",-1.30432554633257,-1.83874460568589,-0.703778761693259,-0.750520508350311,0.605648488063019,0.417046381474016,-0.0561810600030151,0.155460650592663,0.580110218414408,-1.29784987760368,1.0254746745017,-0.158956315181475,-0.634127615974391,-1.02964123301566,0.0179106619252045,0.329300854731078,0.0171388757638091,1.00605850790917,-0.368869824966265,0.728675192135763,0.656708678198204,0.603491676595986,-0.931137620589455,0.874564981376389,0.264711038700692
"246099",0.355678545915406,-1.42848612330102,-0.143232119083527,1.52606662110105,0.275985644761084,-0.889990638253946,1.07449610461887,-1.22057818051868,-0.376321535600191,0.942115049460519,1.0640193870163,-0.130139968247529,-0.418963999444872,-0.0992369351622216,-1.69310246769423,-0.80528124192034,0.312168124631771,0.34361531481968,0.426586779476869,0.305982682656602,-0.603875558124327,0.641919265026443,0.546496528955913,-0.990114999671571,-0.445792256513482
"246100",1.66396583971835,0.975322589675336,0.164530588518146,-0.0062392224625109,0.44882147250269,-1.26976507987301,-0.0481286089812624,-0.384932648986074,0.517992434092561,0.0568776226804185,0.0630800217712104,-0.289009006628433,0.506395934061219,-0.342320249878039,0.741803774253904,-2.5467276448837,0.9791343403312,-0.566718541476388,-1.24511610682035,1.16434782490486,-0.581947476320933,1.87333662331154,-0.87422258849341,-0.310117479879433,-0.631509341490669
"246101",1.60493090044452,1.7574970206042,2.78747489927633,-0.0170777756369658,-3.13406128769959,1.4545431969881,0.25826556469658,0.60794785231541,0.287754293909721,0.660394915945572,-0.0326705171189391,-0.719182221638499,2.24010571911489,-0.232019534743314,-1.29789927199754,1.84677897197596,0.170749588911626,0.352442369608976,0.775024692849622,-0.829118596918911,-0.687057643406898,0.744543882950683,0.278326799710694,1.18624517581168,2.37650541550168
"246102",1.18060333076702,1.12016546340683,-0.568804152034462,-1.13335765677236,-2.44783136523369,-1.0329281829499,0.273271720346007,0.790946025383514,1.80753203734164,0.0608503822616846,0.268345871380878,1.71860341492391,0.571089336873034,-1.51262588421332,-0.544782604284538,0.700184864722504,2.48043013160612,0.455364415540224,0.211153879191525,-1.25038674922748,1.08859368250873,0.790699879520532,0.357567754828834,-0.308161033788507,0.560067004577358
