"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5","Comp 6","Comp 7","Comp 8","Comp 9","Comp 10","Comp 11","Comp 12","Comp 13","Comp 14","Comp 15","Comp 16","Comp 17","Comp 18","Comp 19","Comp 20","Comp 21","Comp 22","Comp 23","Comp 24","Comp 25"
"268013",-1.38547490401516,0.187582876423865,-0.721389961813914,0.96384806153821,1.40451498387246,-0.730618450622931,-0.882107309251507,1.16900857637299,-0.219556723298489,0.38149019371436,0.399283579564721,-0.974002626680964,-0.449141184274829,0.916247421789645,-0.692198511683146,1.6060471427683,-0.12073387260436,0.0175789770171343,1.50463057262382,0.426861627221881,-2.04455797791799,0.167393672611442,-0.636653613927031,-0.0281318024302623,0.00741182829270756
"268014",-0.286253770394228,-1.30313751168113,1.37240390009758,-1.00804311364822,0.693289966048341,0.248289862591055,-1.77174361852153,1.16987334792902,0.182754700353205,-0.00793670661977928,0.4146629567591,0.66672448325906,0.152573897144634,-0.824625223901414,0.154283940862407,-0.396235829158113,-0.205123179622151,-0.864889856602765,1.42010833920018,-1.19851620644142,0.482806467658409,-0.408291028240598,1.20246708406947,-0.398670570265683,-1.66197437236143
"268015",1.01559717226549,0.843280714236477,1.44145871946149,-0.357231311634225,0.146116224154285,-1.30130025021319,-2.14887457380784,0.592764769398552,-0.127935362780801,0.550569400012042,0.253208021357546,0.0694028440301753,0.0807712907338474,-0.714950869714593,0.44411804660976,0.860673142807772,0.788874385445085,-0.68212941474811,0.30433302828729,-1.39459992022873,-1.4021713869897,-1.39383501623179,-0.39719485698764,0.377396760066355,-0.0406111285799592
"268016",-0.858235472656758,-0.411309971475956,-0.276950704303198,-0.892867105501382,0.457888908992493,-0.000542356780005077,1.99651973316806,-0.831947426608281,-1.11200250797808,-1.87429320576145,-0.363169825978494,-1.11287211151366,-0.153851347635931,0.265224131961573,-0.00937937598132368,0.412319534905217,-1.40685767025182,-0.790766424503062,-0.173887581216268,1.04910019439772,-0.130087472068086,-0.2249149496443,-1.03529415219733,-0.256292851971802,0.188295996645425
"268017",1.31302011410455,1.80345950242087,0.0533029340556079,-0.930247962798969,1.76801340684307,1.32516505735269,0.798015603956734,0.657083353341345,-1.19001445395962,-2.09861460023319,0.40903674463861,0.0122957411262752,-1.30066399900528,1.00091034862333,-0.549974040714317,0.637874689016946,0.194095349562783,0.744043007572518,0.406758383633024,0.384528251744276,0.751725230254235,-0.321780886632674,0.40583355965264,0.289811920944406,0.695216856238029
"268018",1.08243066368461,1.59796283975605,0.0328298238498534,-0.306415257804874,-1.5555232245805,0.393701109231334,0.637400656055614,0.0648949053997649,-1.10906934844637,1.56196303056608,-1.13331463925879,0.868557598891597,-0.933957704856709,0.25015405793528,0.226646949215789,1.13982706335144,-0.763264565804952,0.862099855689983,0.829107204830489,0.501491719771126,-0.167251242208752,-0.563023471905791,-0.261279370065639,-0.387304267958113,-0.432752156104687
"268019",0.463361930826729,1.72686845340378,-1.26019936083522,0.336502987690372,1.58670061638835,1.70196830209732,-0.15050787838427,0.524334847517815,-0.614305159815956,-1.01768940457487,0.54314379666421,-0.0736459110771037,-1.68822221549554,1.22681554003001,0.976516805533877,1.02942824415299,-0.0278497860715876,-0.74004243520136,0.0983904060550154,-1.75083338760894,-0.062878702743027,-0.911968249824865,-1.55470031853652,1.97897323074316,0.560423069908776
"268020",-1.43963514476551,-0.290507515459383,-0.194138695735229,0.432232436413598,1.62954987222463,-0.874171954042849,-0.842283320566269,0.68726003384858,-0.211032341157619,0.485638674813144,0.241844125904023,-0.927638495987139,-0.314312342241031,0.7482255610079,-1.22367338303389,1.21948550777652,-0.229780371721997,0.471607573142283,1.75456754799556,1.03226218596046,-1.41175105620007,0.488061872130969,-0.122359575741615,-0.242358846263606,0.0518914287681847
"268021",-0.203970119893819,2.80940916750566,-0.254523052264045,-1.50755777914665,0.489112898759519,0.728236178285544,-1.88396248986375,-0.451551814641897,2.1694096618827,0.416142699412171,0.783991636491436,-1.54921422161224,-0.266093983629871,0.304217718291428,-0.80007289594264,-0.0313497287930196,-0.199822920705082,0.602063700685232,-0.626655209477159,-0.204567038050093,1.65996186430352,1.57759166217691,1.72710990437509,-2.27800974466338,-0.0514584669503866
"268022",1.65511342125801,-0.253691109042807,-0.0374277841988737,0.129543407347578,1.01587885454312,-1.10648936799196,0.039897417782595,-0.116132441048181,0.296695571577181,0.728540453121362,0.703961466994124,-1.71052135087608,-0.156494196368093,-1.8631380197465,-0.994506699739042,-0.802350924147488,0.430399552688536,0.145902765754179,-1.82004524227427,0.51893180346372,0.25677755128922,0.234214217504642,-0.555336255297268,-0.222895605926829,-1.50278082804636
