"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5","Comp 6","Comp 7","Comp 8","Comp 9","Comp 10","Comp 11","Comp 12","Comp 13","Comp 14","Comp 15","Comp 16","Comp 17","Comp 18","Comp 19","Comp 20","Comp 21","Comp 22","Comp 23"
"163732",1.59888346678215,-0.676177435215027,-0.959155587385416,0.528453842989539,0.283546112414597,1.39020815966748,-0.72717753049929,-0.718556016232059,1.05763825713053,-0.934694627941853,0.736945237540211,-0.366270065535235,0.305154316842671,-0.244608410866768,-0.706282706902519,0.270010940983293,1.42873334895496,0.259358117504924,-0.800193537520186,-0.00996770048211861,0.220913337351364,-0.873445355886462,-0.28909093211861
"163733",1.08358558984077,0.319515985757094,-0.0792573168913074,-0.0674180394748719,0.826624515650348,0.449575237525911,-0.541636999575574,-0.0963557218818195,-0.878812195483745,-1.01359772015278,-0.156515003042006,-0.085985778312894,-0.223746803207012,1.53865822916959,0.0917814025024206,0.601266721611342,-0.501357739510649,0.0401608653023749,-0.41522929671385,1.276662527247,0.437159160686238,0.615483976522029,0.792561758641585
"163734",-1.47829099780815,-0.97049492518205,-0.900996310877541,1.29126737877411,-1.48627441053546,1.02265197564411,1.7837079311796,1.54886284024767,1.05644291171689,-0.257901747630681,0.904668240896939,-0.170166255798609,0.226376873384788,-1.35386358912958,0.927172669349695,0.671088599556296,-0.532297141399514,0.192565759330148,-1.34637843063933,-0.445382239153793,-0.487746257576273,0.414953029863496,-0.437693472000449
"163735",0.566277250525043,0.0997855213561571,-0.441806101673856,0.0989070989608577,-1.5976031816985,-1.14489429289095,1.96762764401836,0.214014930245046,0.248869417466896,0.38296391705079,0.439373846149769,-0.340950434139291,0.84349401029329,-0.205343513525808,1.38560139983258,0.103015793242869,-1.43738563177318,-0.165735843513832,-0.845529823788815,-0.256832308398095,0.213589556342336,-1.25862706648816,-0.643968799409593
"163736",-0.326283448683136,-1.963266128477,1.37887134893185,-0.250300800363297,1.10046661215441,-1.02102185929836,-0.870698921621609,0.36156555520046,-0.0118613036085061,0.981664920535587,0.0640124829048805,-0.0858668298416684,0.911515682145246,-0.238110571450195,-0.223519832568984,-0.436437113172305,0.635951137827579,-0.340681369866106,-0.0513996218983064,1.00408693771997,-0.654127480778324,0.617998234400006,-1.63360978082138
"163737",-0.030043757006765,-1.8643031563171,1.04326661015321,-0.393915724037109,0.523376121639769,-1.04661919129694,-0.379233982202502,0.67743963252822,-0.473376245191625,0.891854442526155,0.0478032184341728,-0.681588315695572,0.704281632821295,0.42744340043091,0.460907168791837,-0.417928363041099,0.867931169381817,-0.574174599933584,-0.32365365085446,0.959519869305182,-0.321173819562531,0.719573577754288,-1.11677533477635
"163738",0.260636443864179,0.351618900607515,-0.210103774255034,0.744334050505705,-1.10100210248599,-0.926615585690019,1.41782418667007,-0.423865878333553,0.307321504170048,0.282580956792364,0.597388034720897,-0.233405219467918,0.874716418078369,-0.550039495931001,0.701136940350098,0.159176372662013,-1.3627588229437,-0.467118636072951,-0.90709500863402,-0.114952298843649,0.282901269261238,-1.17741252627121,-0.778738194700293
"163739",-0.750376617195899,-1.74118836045299,0.7325093580503,-1.7106020192746,1.30933799597661,-0.656113946868193,0.289496294878813,-0.636486530194417,0.288560397188427,-1.80165823956792,-0.275189534680227,-0.484823083651018,-1.03214718104764,-0.439635316889642,0.294358276397246,0.16847779450659,0.0374730025018576,0.621457407743611,0.308869709391005,-0.506459440499301,-0.0241735186124284,-0.705045749170913,0.20262977741062
"163740",1.65636777145874,0.78447232665693,0.270747812958825,0.380681782670921,0.279881046403862,-0.728234247704202,-0.438527740454068,-1.57106092177091,0.987313864157706,0.00277433815513884,0.440227799941323,-0.960822640149922,0.838073046965427,0.474395995173548,-0.442639739624882,0.281703547199017,-0.438828653440147,1.05770293117355,0.556495503082355,1.20088965581054,-1.67406262845254,-0.176870894950017,0.588757700225018
"163741",1.13226086816173,-1.21132291493089,-1.36331588064561,-0.5616797399379,-0.344608951585602,1.14232871617202,-0.846678644174292,-1.14445119648236,0.67341596446664,-1.29732649902446,0.312206594997075,-0.5942531372081,0.362683656598579,0.214316861521726,-0.181644677868987,0.761505240509312,1.67434710388876,0.120976730359672,-1.01068315381425,-0.319830980547619,0.0507638139646057,-1.13369949732268,-0.844467317948581
"163742",-0.150255418570457,-0.225533778726684,0.33166579632481,-0.239861558740554,0.548334454766819,-0.126333500015612,-0.367362031928433,1.15487337878267,-0.386527388515974,0.79479282743551,-1.57376444313268,0.0862962852744029,0.00684706370245763,0.0307839851835572,1.72141166122074,-0.281720343784703,-0.19660615680912,0.655132401429256,0.724340279271059,1.49964908522165,0.854119840279334,-1.32211523598695,0.740417463390021
