"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5","Comp 6","Comp 7","Comp 8","Comp 9","Comp 10","Comp 11","Comp 12","Comp 13","Comp 14","Comp 15","Comp 16","Comp 17","Comp 18","Comp 19","Comp 20","Comp 21","Comp 22","Comp 23","Comp 24"
"225423",-0.720209236895076,-0.917771241868208,0.296483276110964,-0.6535593747271,1.30850171851789,0.740667297842271,0.9299940478522,-0.704431519465688,-0.725124262661404,0.243688715367918,1.61296901443228,-0.0541055996411973,-0.536717013710932,-0.202215120968677,-0.0271791554135333,-0.759975476083976,-0.72146225209801,0.349721747960145,0.932510269633597,0.122137188096553,-0.14120624556601,-0.965547835473975,1.56497106801896,-1.36814362696817
"225424",-0.779347861429596,-1.19317750630324,-1.11017887075567,-1.41696021506997,-0.206683377620921,0.63276995960061,0.833563925187074,-1.6651431188484,-1.10673268057768,0.215047398352246,1.16829641071139,-0.758965037473755,-0.696117820014941,-1.38182892242879,0.423015135972484,1.10621442979703,0.0132031973254384,0.527173465477787,-1.0260285458511,0.176189709027447,-0.350981284342611,0.137650978120417,1.12344056911138,-0.824624398877473
"225425",0.208903254356302,-1.02042137606192,-0.00715431594486256,-1.22653715499136,-2.30327914972527,1.28909882186909,-0.722284665089378,0.194417973636961,0.114008791712861,-0.501981629532284,0.32579420057451,0.141908411579663,0.824627950066718,0.114004417877363,-0.393328322776073,-1.33883838693009,0.724900418860634,0.330695720484898,0.997514102107503,-1.11778836727578,0.171463408090867,-0.0635149101389819,0.504028631625152,0.879247718285815
"225426",0.972722752022789,1.29440161162499,-1.02164102353448,1.19992034207668,1.57093561371294,-0.185700596453316,0.364398008314251,0.880044127728794,-1.5679919086264,0.371597244935555,-0.495260802277402,-1.12908604630239,-1.18100548276962,-0.133712538150357,0.439091538453469,-0.464097311180144,-0.324601660441358,0.135920202862033,-0.00797258417604541,-1.10063422723141,1.37616288829766,0.173719472098649,0.601885679273467,1.35076586263597
"225427",-1.48746158122421,0.600736000883711,1.47594526888363,-0.121461977995162,-0.00606347973762799,-0.45919913216298,0.114703645631804,-0.230601751468503,-0.250272130972075,0.598068966492439,-0.974521363492452,-0.140116220398109,0.733466464001135,0.341000976684591,0.141950097299887,0.840391933163372,-0.452379470420633,-0.444534387750791,-0.290382866131559,-0.105174804843652,-0.407408554866462,-0.449550187139834,0.625561582192503,-0.182915698405512
"225428",-0.430814558253899,-1.27518687746295,-0.185489739274528,1.16253117165829,-0.322739143624188,1.36985347358539,-0.0920637354189441,-0.674072868223497,-0.550893741759993,-0.54810652795605,-0.226531841285359,1.10003449008663,0.0777231142188454,0.361852421205137,0.328982539672434,0.237035641484501,0.0646430393929238,0.338513218631046,1.01909909234189,0.552786016533696,-0.119162330808803,0.0164252229491511,0.0236851611208064,-1.03581943731546
"225429",1.56508436782872,-0.445666480875351,-0.681118516486393,-0.400477005973764,0.156180320538658,2.27880228609338,-1.59496993007542,-0.666445787019326,1.23470577662735,-0.0246992788153725,0.34016084045916,-1.00657831708573,0.0622326578290159,0.0999671944566801,1.0100061949673,-0.160311485406298,-0.276857935328755,-0.14938169842148,2.05070076341489,-0.799091233906104,1.43622245718978,-0.503885163817302,-0.29224919358495,-0.436662228403173
"225430",-0.104894976909381,1.25307715681589,-1.84297272834138,-2.44560535809601,1.15651409563185,0.225240512651127,-0.455522176462014,-1.04370018910393,1.77646421107298,0.452933431740573,-0.276869736135857,1.06625428087307,0.518010015731475,-1.06812549308743,0.558924867269197,-0.702021114183144,0.719602605305805,-0.625199807077336,-0.923019139122671,0.75540272704774,-0.0691680066015221,0.0761819128599184,-0.878176589415745,0.636639933526965
"225431",-1.48306370750506,0.811456219671397,0.414828213325239,-0.678103416764701,0.268191957246461,-9.84115168256965e-05,-0.878996619988778,0.968133096998958,-0.527384858171476,1.00425104962089,-0.110039185566174,0.202932968146992,-0.376159571550288,0.45738321832769,-0.735156704781937,0.624853058056328,-0.690006669366221,-0.512695932078435,0.550342504315488,-0.14409490901188,0.159137649273213,1.01418457675182,0.273577434901888,-0.814506901789863
"225432",-0.178588577560662,0.0929657301656928,-2.39948393181775,0.549731197752299,-0.727162053361145,-0.813996504339466,0.738459090273956,0.860221992253245,-2.38965913759922,0.355721785003867,0.311099587078452,0.1465270626147,1.16777351316637,-0.99572350859521,-0.204175817523812,-1.55287312995669,1.32248574278753,0.332594494736056,0.788894666915523,-1.21733288500979,-0.0300586859367615,-0.903800914966759,0.535389875476012,1.57783618706979
