"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5","Comp 6","Comp 7","Comp 8","Comp 9","Comp 10","Comp 11","Comp 12","Comp 13","Comp 14","Comp 15","Comp 16","Comp 17","Comp 18","Comp 19","Comp 20","Comp 21","Comp 22"
"67156",-0.128757655707627,-0.533573216760347,0.179098876545922,-1.62012794347852,1.197331863388,0.169033378841349,-1.09807245318808,0.822825041876463,-0.147916550751505,-0.345784282033529,-0.989201404698094,0.182795112526244,0.869482751763347,-2.36469301689351,1.05962411976068,-0.263290003865141,1.31886413446889,0.584478581542326,-0.254939478516755,0.370523558536302,-0.243510230065011,-0.1797868927064
"67157",0.95472926470705,0.458258948239648,-0.908907081753977,0.35744876813799,-0.377738759074252,-0.292917778081379,-0.855296048011518,-0.511162920687412,0.278429462370228,-0.655025007171804,-0.529420803548055,-0.117689009610676,-0.635407517774548,-0.361502980738329,1.82345845541795,0.225440384458296,0.839088751119542,-0.502641951957057,-0.642095156053231,-0.345544567163287,0.979805563851422,-0.589774782327871
"67158",3.24864177746089,1.05233264298421,-0.604907831854921,0.162072011686236,-0.881156249169196,-0.385997675655111,0.105783103160056,0.0820916737224823,-1.43857728785663,0.804489751335159,1.01334438211516,-0.539900983281053,-1.38619068521209,-0.335575198478443,-0.392054925085652,0.475410985622586,0.0388344434005134,-0.773086177567025,-0.489679569451537,1.5730971873335,0.182561337929167,-0.511272719363813
"67159",-0.805167101623647,-0.530862903848639,-0.106560186224025,-0.527204586693697,-0.858768412115791,-0.580093877885118,-1.00339529293343,-1.02048343736759,0.917746179938111,-0.289482072735883,-0.327449278917621,0.326686352873287,-0.472078979520967,0.937601538144133,-0.171626924533686,0.986711647429727,1.36430729904511,0.109028301177898,0.180855402504122,0.738500937119235,1.53051263143458,-1.67533659666641
"67160",1.07310557759794,0.548386169579169,0.0897181313580582,0.82483929598088,0.450980814516129,0.249735981446714,-0.740997352307157,-0.233155249360039,0.457126333289632,-0.682630026056116,-0.304567517225522,0.26085357719489,-0.196971667213516,0.997139232910624,1.32551881255791,1.34792900422539,0.630599495663898,1.48478002923017,0.70018963033716,-0.0752794632928072,1.66751307263464,-0.951757098922098
"67161",-1.73937291041555,0.859674674847055,0.0862023685414177,-1.67043668395403,-1.8857570498976,-2.38246313107522,2.75820877986324,-0.0713255271917707,-1.46135145700535,-0.211840375607954,-0.858994668158788,0.116864575891184,-0.927195978601781,-0.692930046366364,0.891877699735011,1.27780117670629,0.350147184494044,2.44950682109984,-0.942690915879866,-0.573659518338713,0.28962003956133,0.0784063141849701
"67162",-0.531588731422661,-0.609448527357915,0.794495797195873,1.44028334775274,0.560955425097155,0.184758608601161,1.34735997998601,-1.39828394642347,-1.0513980230583,1.52807634486489,0.292607102285572,0.218746011344875,-0.122730795010122,-1.0067790249474,-0.778726119598363,-0.0212665025130025,-0.109572444029219,-0.133325790359336,0.522303756906838,-0.326895834420474,-0.189450761289751,0.853718338378669
"67163",-0.225056806613252,2.38379296850835,0.756732113067463,-0.378340125774313,-0.612346760387403,2.45046908945764,0.174522673003119,-0.0914694664844242,-0.444347091928622,-0.394954447291868,-0.0689133588726683,1.51895567502744,-0.0276601585074745,-0.58268889614681,-3.61445803601608,-0.879074375117943,2.22295516050902,-0.51431342255428,-1.76465518551922,-0.749715040711904,1.19901880830831,-3.17831180908442
"67164",0.666103124491392,-0.660028784271093,-0.632241712799268,-0.0122924188858278,0.382207651619171,1.28964704011367,-0.00889892174942323,0.0311438297477147,-0.743606205744034,0.361099657056619,-0.921649532331462,0.836862664851677,1.12273035350053,2.53021469085756,0.403695910984186,0.918269628986251,-0.0626111572121346,-0.264639942583003,0.391800570381543,-0.127005913721002,-0.12279257743876,-1.43217323160664
"67165",1.62726803837514,-2.11318029504138,-0.0274296455297647,0.425449437108398,-1.31277494907578,0.206004089281113,0.139931053785257,-0.286273607500483,0.192427653311446,-0.36350968745281,-0.0393495522287602,0.189023437847321,1.09937535922713,-0.612574077877714,-0.0944794015419486,-0.24510876085832,-0.29904233423489,-0.00556576779218068,-0.279011137651886,-0.384378824950107,0.432937708642784,-0.285810878073274
