"","x"
"1",-0.022144243
"2",-0.021018908
"3",0.018456057
"4",0.239060238
"5",0.040746763
"6",-0.162254378
"7",0.117926672
"8",0.162552193
"9",-0.205395624
"10",-0.253298447
"11",0.052437976
"12",0.764103368
"13",-0.089890286
"14",-0.069074616
"15",0.051552251
"16",0.228048757
"17",-0.051343128
"18",-0.105106458
"19",-0.147022829
"20",-0.136607096
"21",0.061987713
"22",-0.076814398
"23",0.010925367
"24",-0.016546294
"25",0.162115887
"26",0.091993883
"27",-0.311931774
"28",-0.194892213
"29",0.00023599
"30",-0.023487136
"31",0.17974253
"32",-0.047039434
"33",-0.04780744
"34",-0.007023618
"35",0.089374378
"36",0.024030521
"37",0.278130248
"38",-0.118525133
"39",-0.081668064
"40",-0.205164895
"41",0.10995765
"42",0.045211032
"43",-0.15332751
"44",0.012314632
"45",0.03515239
"46",0.001563862
"47",0.033101275
"48",0.170836285
"49",-0.136107668
"50",-0.001249954
"51",-0.035308465
"52",0.257937506
"53",0.012422755
"54",0.202973321
"55",-0.023620173
"56",0.012646392
"57",-0.136871681
"58",-0.022371337
"59",0.052118018
"60",-0.064478323
"61",-0.035570011
"62",-0.026217505
"63",0.104217246
"64",0.148642257
"65",-0.152729139
"66",-0.126687631
"67",-0.387119815
"68",0.041090205
"69",0.238794282
"70",-0.079854116
"71",-0.108802781
"72",-0.023196027
"73",0.000604942
"74",0.11982055
"75",0.135288075
"76",0.018500164
"77",0.058145836
"78",-0.174000725
"79",-0.05273895
"80",0.063068226
"81",-0.172071263
"82",-0.107033774
"83",-0.076046035
"84",-0.138719544
"85",0.168082192
"86",0.040353492
"87",0.070545509
"88",0.101098969
"89",-0.061149165
"90",-0.084016547
"91",-0.250820026
"92",0.065218761
"93",-0.039151654
"94",-0.147327528
"95",0.095326379
"96",0.144177154
"97",-0.045154974
"98",-0.130384132
"99",0.042275622
"100",-0.047593996
"101",-0.169074699
"102",0.138930634
"103",-0.115559325
"104",-0.023936197
"105",-0.148168728
"106",-0.078217492
"107",0.067225173
"108",0.033350781
"109",0.036675528
"110",0.051718309
"111",-0.133360311
"112",0.093568519
"113",0.086192205
"114",0.27851744
"115",0.070912674
"116",0.020342544
"117",0.046186402
"118",-0.020503208
"119",-0.193220183
"120",0.002179339
"121",0.056801394
"122",0.009927109
"123",-0.051816031
"124",-0.03342627
"125",0.002478197
"126",-0.006609604
"127",0.059843972
"128",0.132756904
"129",-0.022533342
"130",-0.031986699
"131",-0.10589014
"132",0.032515362
"133",0.077742889
"134",-0.072433755
"135",-0.072371408
"136",-0.019391462
"137",-0.026217505
"138",0.101254657
"139",-0.332339928
"140",-0.056209609
"141",0.003194287
"142",0.091610864
"143",0.002961472
"144",-0.112155005
"145",-0.057796404
"146",0.329353169
"147",0.095387414
"148",-0.038852796
"149",0.173782542
"150",0.037980035
"151",-0.060118839
"152",0.04646714
"153",0.003042415
"154",-0.002024815
"155",-0.022663519
"156",0.751560286
"157",-0.003199622
"158",-0.107008204
"159",0.090636447
"160",0.023862913
"161",-0.166404352
"162",-0.050628886
"163",-0.138286457
"164",-0.200954363
"165",-0.107978508
"166",-0.122991726
"167",0.071589306
"168",0.283459857
"169",0.075739935
"170",0.085126713
"171",-0.037453458
"172",-0.099164888
"173",0.006348923
"174",0.070359066
"175",0.003490642
"176",0.100773409
"177",-0.031032905
"178",-0.061489806
"179",0.184308842
"180",0.183284476
"181",-0.023112342
"182",0.166494802
"183",-0.22161977
"184",-0.160599515
"185",0.038141444
"186",0.046910122
"187",-0.197796449
"188",-0.058475599
"189",-0.08396177
"190",-0.176593468
"191",0.147633985
"192",0.086537555
"193",0.046065166
"194",-0.064417169
"195",-0.447705135
"196",-0.074803934
"197",-0.577619359
"198",-0.145097181
"199",0.027372911
"200",-0.076514527
"201",0.065197304
"202",0.068771794
"203",0.036282495
"204",0.017738894
"205",0.026733354
"206",0.06534405
"207",0.010986045
"208",0.010556653
"209",0.025800422
"210",-0.099583313
"211",-0.047516033
"212",0.040203646
"213",0.056489184
"214",-0.08521758
"215",-0.191992924
"216",0.072706416
"217",-0.260290191
"218",0.003281072
"219",0.033782437
"220",0.062979177
"221",-0.058001265
"222",-0.047065184
"223",0.062726572
"224",-0.01597862
"225",0.05973883
"226",-0.18502985
"227",0.095127538
"228",-0.121811614
"229",0.076810554
"230",-0.178111836
"231",-0.036600813
"232",-0.331773087
"233",-0.071504578
"234",-0.121455655
"235",-0.039233312
"236",0.071004704
"237",0.066375092
"238",0.063782409
"239",-0.02448909
"240",-0.1996492
"241",0.186366394
"242",0.013459876
"243",0.097204044
"244",0.012745812
"245",0.017234877
"246",0.121813968
"247",-0.096035466
"248",-0.115503237
"249",0.123021081
"250",0.211723879
"251",0.003190473
"252",-0.097902104
"253",0.035580233
"254",0.201980069
"255",0.08085151
"256",-0.059812531
"257",0.069914058
"258",0.012557939
"259",0.046977475
"260",0.003857687
"261",0.329045728
"262",-0.015987322
"263",-0.004967496
"264",-0.023613855
"265",-0.026217505
"266",-0.347646043
"267",0.160057023
"268",-0.097274348
"269",-0.002955243
"270",0.303811982
"271",-0.053490207
"272",-0.005229876
"273",-0.053387269
"274",0.061282471
"275",-0.270661935
"276",-0.132822082
"277",-0.13815777
"278",0.150925353
"279",0.094583705
"280",0.041292384
"281",0.189423039
"282",-0.043894634
"283",0.068250611
"284",-0.238717541
"285",0.026434615
"286",-0.049162552
"287",-0.148706958
"288",0.144449189
"289",-0.13530843
"290",-0.13832514
"291",0.011295512
"292",0.126825407
"293",0.023078397
"294",-0.056944355
"295",0.077206924
"296",0.026237085
"297",-0.096794412
"298",-0.302813277
"299",-0.027060256
"300",-0.665106401
"301",0.034565762
"302",-0.102328345
"303",-0.156281576
"304",-0.032769486
"305",-0.142728791
