"","x"
"1",0.210095081
"2",-0.135232833
"3",0.232561979
"4",0.299053702
"5",-0.094563511
"6",0.051017556
"7",0.867122325
"8",0.238769802
"9",0.148527059
"10",-0.061923471
"11",-0.006765571
"12",-0.054859725
"13",-0.083831754
"14",-0.00490841
"15",0.093680176
"16",-0.063313451
"17",-0.093527642
"18",-0.020971504
"19",-0.035940018
"20",0.027257356
"21",-0.083420125
"22",0.017290029
"23",-0.188903061
"24",-0.021559325
"25",0.173118863
"26",0.13246778
"27",-0.132538167
"28",0.178815874
"29",0.22122601
"30",0.116150889
"31",0.298068079
"32",0.519957098
"33",-0.622865346
"34",-0.017563429
"35",-0.344563392
"36",-0.146890131
"37",-0.289838997
"38",-0.134157386
"39",0.04497138
"40",0.219360504
"41",0.112595472
"42",0.086536917
"43",0.426210794
"44",0.266084465
"45",0.279844078
"46",0.018339786
"47",0.063331279
"48",-0.219264117
"49",-0.167175379
"50",0.266547713
"51",-0.012591687
"52",0.180946741
"53",-0.009598461
"54",0.000142488
"55",-0.144563404
"56",0.115544829
"57",0.218891057
"58",0.141299877
"59",0.078538808
"60",-0.036251751
"61",0.15269402
"62",0.047298822
"63",0.019722375
"64",0.017892751
"65",0.296009812
"66",-0.143344012
"67",0.068045172
"68",0.107049379
"69",0.019696626
"70",-0.22154763
"71",-0.313405898
"72",0.147945437
"73",0.159586224
"74",0.342936549
"75",-0.126802471
"76",0.1608713
"77",0.238769802
"78",-0.131455567
"79",0.018413696
"80",-0.099108902
"81",0.269722137
"82",0.135436568
"83",0.052507791
"84",-0.0657756
"85",0.274796757
"86",-0.201917317
"87",0.088313493
"88",-0.018202749
"89",-0.156785753
"90",0.194625768
"91",0.057990345
"92",-0.1207073
"93",-0.005603042
"94",0.046713504
"95",0.087742361
"96",-0.094563451
"97",0.052692089
"98",0.114707622
"99",-0.073730078
"100",0.251705202
"101",0.080477986
"102",-0.144563463
"103",0.027100477
"104",-0.23112413
"105",-0.109250274
"106",0.186955604
"107",0.207712683
"108",0.205977592
"109",0.552495274
"110",0.008998188
"111",-0.504650381
"112",0.305436525
"113",-0.207108167
"114",-0.191578415
"115",0.032077464
"116",0.045675549
"117",-0.000223842
"118",-0.063568798
"119",-0.053900328
"120",0.094720516
"121",0.053172502
"122",0.084936652
"123",0.138335618
"124",-0.184741524
"125",0.075233731
"126",0.043106231
"127",0.092016014
"128",0.083973083
"129",-0.052469578
"130",0.105545077
"131",0.317855153
"132",0.008350524
"133",0.247208628
"134",0.04578701
"135",0.17973474
"136",-0.170193699
"137",-0.133706239
"138",0.213128838
"139",-0.064392534
"140",0.189499053
"141",0.052315864
"142",-0.311123934
"143",-0.163857368
"144",-0.015194026
"145",0.196198377
"146",-0.102214423
"147",0.165864858
"148",0.181077632
"149",0.414208445
"150",0.004064712
"151",0.204706582
"152",0.18321422
"153",-0.31307092
"154",0.24731687
"155",0.052596721
"156",0.020907077
"157",-0.462023762
"158",-0.010927048
"159",0.121565494
"160",-0.479178813
"161",-0.343959358
"162",-0.165622738
"163",-0.163809863
"164",-0.004244652
"165",0.062362227
"166",0.144873175
"167",0.042825255
"168",0.08584598
"169",0.296497855
"170",-0.109056202
"171",0.168594512
"172",0.018196973
"173",-0.404908267
"174",-0.165817228
"175",-0.101015058
"176",-0.019740787
"177",-0.049346057
"178",0.213844094
"179",0.059333357
"180",0.065163288
"181",-0.136622336
"182",-0.170161512
"183",-0.285540131
"184",-0.149378207
"185",0.061278853
"186",0.025436553
"187",-0.079356757
"188",0.036484155
"189",-0.452778783
"190",0.099789533
"191",0.148791227
"192",0.012232694
"193",0.130525264
"194",0.020090613
"195",0.19575921
"196",0.1223425
"197",-0.314075616
"198",-0.011814204
"199",0.154320392
"200",-0.133199778
"201",0.164971027
"202",0.26976994
"203",-0.147896734
"204",-0.185472515
"205",0.13936058
"206",0.035195383
"207",-0.259672967
"208",-0.150118974
"209",-0.037925568
"210",-0.075424638
"211",-0.044563499
"212",0.152134451
"213",0.089313063
"214",-0.159749892
"215",-0.028704849
"216",-0.238631216
"217",0.012414846
"218",-0.230603543
"219",0.002663884
"220",0.222277913
"221",0.115103158
"222",-0.018614021
"223",-0.119941083
"224",0.195004615
"225",0.095364603
"226",0.587254676
"227",0.049867663
"228",-0.384886053
"229",0.078581366
"230",-0.060640898
"231",0.080303821
"232",0.268350157
"233",0.03882781
"234",0.063505802
"235",0.172843966
"236",0.064662251
"237",-0.144336846
"238",0.132210645
"239",0.034467968
"240",0.302579317
"241",0.016812715
"242",-0.244379786
"243",-0.070889202
"244",0.116974983
"245",0.181469592
"246",0.178108606
"247",-0.046351638
"248",0.203308973
"249",-0.299532381
"250",0.163622174
"251",0.088723692
"252",0.16656855
"253",-0.182308581
"254",-0.491578427
"255",-0.439605501
"256",-0.360013095
"257",0.085517439
"258",-0.126821485
"259",-0.099007931
"260",0.055876288
"261",-0.146737364
"262",-0.602458206
"263",-0.099494901
"264",-0.212984529
"265",-0.201706317
"266",0.107316884
"267",0.022290501
"268",-0.005733696
"269",0.147039208
"270",-0.072006193
"271",-0.15662345
"272",0.306437525
"273",-0.028681007
"274",0.01781157
"275",-0.123455551
"276",0.039048585
"277",-0.122528043
"278",0.093834314
"279",-0.278845337
"280",0.197916541
"281",0.013249549
"282",-0.021093693
"283",0.098705682
"284",0.138076577
"285",-0.171169487
"286",-0.200968888
"287",0.1084905
"288",0.03529695
"289",-0.12205061
"290",-0.014743295
"291",-0.013252106
"292",0.124088916
"293",-0.055684772
"294",0.077798519
"295",0.022473606
"296",-0.106719044
"297",0.073181304
"298",-0.690069047
"299",-0.050177899
"300",-0.308849123
"301",0.377658638
"302",-0.091363397
"303",-0.102967468
"304",-0.208908525
"305",0.08353475
"306",-0.012998667
"307",0.135441813
"308",-0.183705416
"309",-0.255243209
"310",-0.21603587
"311",-0.267112461
"312",-0.171486524
"313",0.148679885
"314",0.079537305
"315",-0.070775834
"316",-7.36e-06
"317",0.047936592
"318",0.074617657
"319",0.228619012
"320",-0.211669472
"321",-0.116586593
"322",0.103271517
"323",-0.020157781
"324",-0.034325328
"325",0.150674614
"326",-0.095785704
"327",-0.07162222
"328",0.095715913
"329",-0.039274898
"330",0.048982653
"331",-0.063770023
"332",0.235793623
"333",-0.103503671
"334",0.133514556
"335",0.054830942
"336",-0.014422503
"337",0.054788861
"338",0.291563663
"339",-0.014769641
"340",0.019421491
"341",-0.034387317
"342",0.120006117
"343",-0.097052661
"344",0.06977776
"345",-0.112032917
"346",-0.350512829
"347",-0.074050632
"348",-0.121349183
"349",0.046186122
"350",0.259460959
"351",0.25299755
"352",0.0358713
"353",-0.01886889
"354",-0.118068603
"355",-0.000813451
"356",-0.000637618
"357",0.113575014
"358",0.013312015
"359",-0.094563451
"360",0.138187918
"361",-0.056974021
"362",0.103156242
"363",0.261751446
"364",0.108801636
"365",0.071277651
"366",0.32019845
"367",0.200400624
"368",0.058554205
"369",-0.197308508
"370",-0.528654364
