"","x"
"1",-0.135725
"2",0.095099828
"3",-0.191923418
"4",0.003600857
"5",-0.27832804
"6",0.210232577
"7",-0.118585029
"8",0.035088143
"9",-0.094747582
"10",-0.129085639
"11",-0.042384782
"12",0.138774535
"13",-0.032636323
"14",-0.150919655
"15",0.059728823
"16",-0.067305961
"17",0.087617597
"18",-0.049544015
"19",-0.248822429
"20",0.088238261
"21",-0.093451538
"22",0.028267345
"23",-0.148362556
"24",-0.217721977
"25",-0.317499914
"26",0.06571742
"27",0.020603916
"28",-0.069994726
"29",-0.130500534
"30",0.098665616
"31",0.305160246
"32",-0.133275964
"33",-0.263740816
"34",-0.08943651
"35",-0.084571698
"36",-0.186553159
"37",0.598257265
"38",0.225777111
"39",-0.092180827
"40",0.080029092
"41",-0.214910367
"42",0.258501849
"43",0.303587279
"44",-0.084028759
"45",-0.304844418
"46",0.011298976
"47",-0.142391064
"48",0.108340642
"49",-0.106438914
"50",-0.043566146
"51",-0.03394989
"52",-0.308631041
"53",-0.184367218
"54",-0.111356118
"55",0.156148872
"56",-0.242599108
"57",-0.507628956
"58",-0.239799895
"59",-0.246979215
"60",-0.043887296
"61",-0.248825588
"62",-0.025138238
"63",-0.181394854
"64",-0.149302998
"65",-0.145196715
"66",-0.019799867
"67",0.06694766
"68",0.065166733
"69",-0.15752224
"70",-0.476727166
"71",0.299031458
"72",0.08433058
"73",0.151384554
"74",-0.251490274
"75",0.060117326
"76",0.128279946
"77",0.077922663
"78",-0.505875089
"79",-0.16917006
"80",0.377403817
"81",0.09402617
"82",0.041373811
"83",-0.259511926
"84",-0.054303446
"85",0.010531029
"86",-0.152683714
"87",-0.057489851
"88",0.042870483
"89",-0.132436135
"90",0.053898296
"91",0.013054035
"92",-0.08325223
"93",0.088028393
"94",0.181695065
"95",0.074058971
"96",-0.206565716
"97",-0.791585603
"98",-0.020473459
"99",0.244998774
"100",0.114245853
"101",-0.053409615
"102",-0.065334001
"103",-0.037075021
"104",0.15778943
"105",-0.334400573
"106",-0.042799571
"107",0.286313853
"108",0.147557339
"109",-0.208770313
"110",0.118594966
"111",-0.176805654
"112",0.025060735
"113",0.075299821
"114",0.024049601
"115",-0.099601724
"116",-0.100485482
"117",-0.028147021
"118",0.021152458
"119",-0.031429866
"120",-0.163795748
"121",-0.125442841
"122",-0.210324564
"123",-0.273985067
"124",0.080262265
"125",-0.027814427
"126",0.085120163
"127",0.194301448
"128",-0.145445922
"129",-0.142868676
"130",0.042051098
"131",-0.040380039
"132",-0.020278015
"133",-0.054085591
"134",-0.039910057
"135",-0.190859773
"136",-0.289651909
"137",0.019598625
"138",-0.190374234
"139",-0.113510289
"140",-0.103697994
"141",-0.307544747
"142",-0.196259537
"143",-0.006716528
"144",-0.154085615
"145",-0.354085543
"146",0.20026227
"147",0.154187879
"148",-0.13856838
"149",-0.138276019
"150",0.081845186
"151",-0.081394413
"152",0.207690797
"153",0.231475792
"154",-0.06053988
"155",-0.007616439
"156",0.002201042
"157",0.028267345
"158",-0.014974752
"159",0.009057245
"160",-0.515209236
"161",-0.101010242
"162",-0.161509195
"163",0.2187502
"164",-0.018357554
"165",0.029172382
"166",-0.04991422
"167",-0.00816051
"168",0.11130949
"169",-0.220617869
"170",-0.203802088
"171",-0.152558484
"172",-0.025208571
"173",-0.122038701
"174",0.216633639
"175",-0.119918921
"176",-0.003857711
"177",-0.022646406
"178",0.038667998
"179",0.232086739
"180",0.093907974
"181",-0.036552348
"182",-0.006596663
"183",0.003057203
"184",-0.046307304
"185",-0.196686545
"186",-0.097974339
"187",0.008068523
"188",-0.280190864
"189",-0.008763709
"190",0.307402811
"191",0.120373747
"192",0.056838712
"193",-0.433703461
"194",-0.049028316
"195",0.107065699
"196",-0.191210726
"197",-0.291585663
"198",0.256586275
"199",-0.16164861
"200",0.394985518
"201",-0.11064873
"202",0.040779195
"203",-0.038205543
"204",-0.134305396
"205",-0.032038369
"206",-0.058167258
"207",0.02180489
"208",0.065248093
"209",-0.129265287
"210",-0.269927957
"211",-0.253422597
"212",-0.149174192
"213",0.087730965
"214",-0.27199606
"215",-0.182057538
"216",-0.117243507
"217",-0.046186605
"218",-0.087936321
"219",0.007813475
"220",-0.019302943
"221",-0.125974395
"222",-0.154699066
"223",0.01859977
"224",0.000800452
"225",0.229904852
"226",0.037090859
"227",-0.219575801
"228",0.175040564
"229",-0.139763811
"230",-0.090763071
"231",-0.172810593
"232",-0.118791499
"233",0.086085341
"234",-0.210703292
"235",0.052737317
"236",-0.301759997
"237",0.19868835
"238",0.006695769
"239",0.047271809
"240",0.117729745
"241",0.250809393
"242",0.005963347
"243",-0.225707212
"244",-0.163777747
"245",-0.115094104
"246",-0.143897035
"247",0.338798246
"248",-0.027405896
"249",-0.019277373
"250",-0.058826306
"251",-0.294763603
"252",-0.077598908
"253",0.002699635
"254",0.045898578
"255",0.099769554
"256",-0.196808615
"257",0.13919302
"258",-0.310823181
"259",0.172896466
"260",-0.160335639
"261",-0.006836035
"262",-0.059152582
"263",-0.189112284
"264",0.033589861
"265",-0.051672318
"266",-0.226585784
"267",0.069288454
"268",0.189621172
"269",-0.142373898
"270",0.1472648
"271",0.164039335
"272",0.18557354
"273",-0.372953513
"274",0.154572449
"275",0.294429264
"276",0.126852116
"277",-0.014955142
"278",0.25155612
"279",-0.00151793
"280",-0.115903774
"281",0.025914452
"282",-0.588460603
"283",-0.060982146
"284",-0.217721977
"285",0.021826825
"286",-0.482500949
"287",0.035510978
"288",-0.153489151
"289",-0.014312902
"290",-0.020752289
"291",0.05011203
"292",-0.146538415
"293",0.034907005
"294",-0.262313464
"295",-0.169600108
"296",-0.209590175
"297",-0.078985133
"298",-0.049383559
"299",0.125516972
"300",-0.28161166
"301",0.029456339
"302",0.0330111
"303",-0.17329804
"304",-0.094085613
"305",-0.031293133
"306",-0.089379707
"307",0.073751411
"308",-0.049501875
"309",-0.224215486
"310",0.063315055
"311",-0.051838436
"312",0.361104331
"313",0.027889988
"314",-0.074211397
"315",0.014197252
"316",0.130408547
"317",0.084185979
"318",-0.135617414
"319",-0.447492221
"320",-0.262536326
"321",-0.242320874
"322",-0.28289918
"323",-0.287618556
"324",-0.167785802
"325",0.02447643
"326",0.06832572
"327",0.027634821
"328",0.009669385
"329",0.091730199
"330",-0.320043125
"331",-0.081848183
"332",-0.038747707
"333",-0.234093406
"334",0.051882646
"335",0.019598625
"336",-0.475609341
"337",-0.177614966
"338",-0.214304486
"339",-0.293931761
"340",-0.120362976
"341",-0.260335603
"342",-0.105336883
"343",0.029143653
"344",-0.075311043
"345",-0.124783316
"346",-0.045077362
"347",-0.294758477
"348",0.037806234
"349",0.124851785
"350",-0.163176456
"351",-0.129410246
"352",-0.084333637
"353",-0.012699464
"354",-0.04689137
"355",-0.025182762
"356",-0.263481596
"357",-0.169455805
"358",-0.417048552
"359",0.022014162
"360",0.030268154
"361",0.029619
"362",0.039345107
"363",0.118707499
"364",0.037713012
"365",-0.171545902
"366",-0.231444099
"367",-0.264799872
"368",-0.33769218
"369",-0.146586874
"370",0.040867111
"371",0.197800121
"372",-0.081296482
"373",0.118254921
"374",-0.198896744
"375",0.131356559
"376",-0.230429628
"377",0.092811963
"378",0.124976001
"379",-0.040804365
"380",-0.259345629
"381",0.077564201
"382",-0.063251713
"383",-0.2276508
"384",-0.091663697
"385",-0.028380909
"386",-0.22331635
"387",-0.108726599
"388",-0.157794872
"389",-0.151585617
"390",-0.03638468
"391",-0.042134204
"392",-0.504291334
"393",-0.223609426
"394",-0.010523358
"395",-0.363889494
"396",-0.013304868
"397",0.102572164
"398",0.024537108
"399",-0.112363734
"400",0.031302354
"401",-0.146996298
"402",-0.111916938
"403",-0.221758404
"404",-0.152865031
"405",-0.028551975
"406",-0.017548301
"407",-0.285120049
"408",0.136767289
"409",-0.05836592
"410",-0.015156248
"411",0.013540289
"412",0.230356178
"413",0.13035675
"414",-0.150487759
"415",-0.290363946
"416",0.071555397
"417",-0.044289687
"418",0.051613114
"419",0.169427237
"420",-0.092721977
"421",0.006127319
"422",-0.340852835
"423",-0.208924332
"424",-0.05298064
"425",-0.057852068
"426",-0.038881161
"427",0.119226954
"428",0.111195943
"429",0.008721432
"430",0.012735209
"431",-0.014792063
"432",-0.186715224
"433",-0.260390201
"434",-0.052059331
"435",-0.037759104
"436",0.013779661
"437",-0.446148493
"438",0.393848262
"439",0.019194267
"440",0.058225474
"441",-0.03524498
"442",0.127645454
"443",0.101913533
"444",0.119909665
"445",0.09701278
"446",-0.256232777
"447",-0.219710627
"448",-0.058141985
"449",-0.034808734
"450",0.170092783
"451",-0.11258904
"452",0.01352807
"453",-0.400459268
"454",0.009370408
"455",-0.271823921
"456",-0.184752264
"457",-0.21026484
"458",-0.187287727
"459",-0.034451523
"460",-0.194867709
"461",-0.127755919
"462",0.252580962
"463",-0.456899681
"464",-0.2964345
"465",0.214019737
"466",-0.055635967
"467",-0.103956559
"468",-0.060265937
"469",-0.06324301
"470",-0.172556975
"471",-0.408042469
"472",-0.083670535
"473",-0.097972849
"474",-0.05346612
"475",-0.440551796
"476",0.109433017
"477",-0.00283114
"478",0.201306901
"479",-0.251214781
"480",-0.2674189
"481",-0.573004523
"482",-0.088172832
"483",-0.211883762
"484",0.007750175
"485",-0.162278929
"486",-0.206494787
"487",-0.11450521
"488",0.038667998
"489",-0.095341125
"490",0.161025486
"491",-0.085757175
"492",-0.031565168
"493",0.088847718
"494",0.198269567
"495",0.153494916
"496",-0.101807156
"497",-0.078874328
"498",-0.125226715
"499",0.043062231
"500",-0.093851605
"501",-0.044847646
"502",0.164892516
"503",-0.01339195
"504",-0.072455147
"505",0.076237044
"506",0.106146178
"507",-0.274700978
"508",0.015017829
"509",0.106592796
"510",0.100353799
"511",-0.245063045
"512",-0.283021131
"513",-0.240387001
"514",-0.411607781
"515",0.01387789
"516",0.123855552
"517",0.025918565
"518",-0.040710368
"519",-0.48828713
"520",0.021709642
"521",0.012641153
"522",-0.085806289
"523",-0.078569391
"524",-0.190484503
"525",-0.005623558
"526",0.087376079
"527",-0.397563853
"528",-0.401684799
"529",-0.260434845
"530",0.210430465
"531",-0.043333152
"532",-0.053063133
"533",-0.133420625
"534",-0.035125354
"535",0.133473179
"536",-0.115560332
"537",0.039085111
"538",0.130675039
"539",-0.187364497
"540",0.042006097
"541",0.35254713
"542",0.001140914
"543",-0.144662538
"544",-0.173620322
"545",0.00724288
"546",-0.58213655
"547",0.118786714
"548",-0.207469025
"549",-0.119457939
"550",0.100459835
"551",-0.134984472
"552",-0.181274512
"553",-0.319201865
"554",-0.037147501
"555",-0.024704316
"556",0.182613811
"557",0.037107608
"558",0.438071332
"559",-0.149266281
"560",0.006461224
"561",0.07355859
"562",-0.034490802
"563",0.327593288
"564",0.107939741
"565",0.088319919
"566",-0.242016652
"567",-0.12855927
"568",-0.540476122
"569",-0.286099174
"570",-0.013619878
"571",-0.162759998
"572",-0.491294899
"573",-0.057775655
"574",-0.345984497
"575",-0.078836599
"576",-0.174112418
"577",0.010759077
"578",-0.039052942
"579",-0.035515526
"580",0.044343731
"581",0.122293672
"582",0.085185668
"583",0.126046858
"584",-0.27797065
"585",-0.230648079
"586",-0.141247788
"587",-0.130402246
"588",-0.393559315
"589",0.065784476
"590",0.06680449
"591",-0.276499369
"592",0.115914426
"593",0.136655113
"594",-0.036443689
"595",-0.382387498
"596",0.295223198
"597",-0.091414967
"598",-0.024139741
"599",-0.074493745
"600",0.085756919
"601",0.010180316
"602",-0.228964844
"603",0.070238671
"604",-0.06046454
"605",0.099013827
"606",-0.063577154
"607",0.004641852
"608",-0.107332328
"609",-0.013377645
"610",-0.035072067
"611",-0.101846793
"612",-0.205436924
"613",-0.099987247
"614",0.303598485
"615",-0.110093692
"616",-0.143255689
"617",0.044499478
"618",0.182411275
"619",-0.10759435
"620",0.105914376
"621",-0.067653992
"622",0.224677167
"623",-0.097859183
"624",-0.040898063
"625",-0.074882546
"626",0.119476578
"627",0.165479741
"628",0.092612049
"629",-0.291585603
"630",0.086630306
"631",0.0590206
"632",-0.24091486
"633",0.0257866
"634",-0.203198054
"635",-0.115556815
"636",-0.146638789
"637",-0.129777887
"638",0.149244151
"639",-0.095527032
"640",-0.183870354
"641",-0.11615459
"642",0.014563045
"643",-0.048769095
"644",-0.090321877
"645",0.068738899
"646",-0.03437052
"647",0.16480442
"648",0.186871371
"649",0.063841543
"650",0.03114166
"651",-0.434967914
"652",-0.317424991
"653",-0.23985503
"654",-0.045182326
"655",-0.072677949
"656",-0.053082028
"657",-0.017798641
"658",-0.246003368
"659",-0.048326471
"660",-0.077801802
"661",-0.004905322
"662",-0.048285046
"663",-0.281650343
"664",0.026890001
"665",-0.084128478
"666",-0.073986867
"667",0.002332351
"668",0.333903632
"669",0.191015086
"670",0.078098318
"671",-0.104406634
"672",0.010474763
"673",0.001264176
"674",0.003490171
"675",-0.131805756
"676",0.003637156
"677",0.160048327
"678",-0.346908548
"679",-0.4959775
"680",0.072671315
"681",-0.403703966
"682",-0.366906085
"683",0.024164281
"684",-0.048295298
"685",-0.025389948
"686",-0.039397814
"687",0.011234305
"688",-0.017253497
"689",0.035560927
"690",-0.083001235
"691",-0.060018757
"692",-0.008431175
"693",-0.167093733
"694",0.012931964
"695",0.043641588
"696",0.109799347
"697",-0.20223377
"698",-0.054716625
"699",-0.097251036
"700",0.152008614
"701",-0.31461195
"702",-0.060294965
"703",0.047675392
"704",-0.230429688
"705",-0.119710603
"706",-0.116900423
"707",0.095988772
"708",0.154682002
"709",-0.191435018
"710",-0.096287468
"711",-0.058733144
"712",-0.052016654
"713",-0.34408001
"714",0.175446591
"715",-0.118860462
"716",-0.375824728
"717",-0.202208438
"718",-0.251071551
"719",-0.244656601
"720",-0.064955154
"721",0.094705841
"722",-0.136263826
"723",-0.114449241
"724",-0.008225718
"725",0.316085658
"726",0.119598648
"727",0.057157061
"728",-0.266456762
"729",0.050023994
"730",-0.022506693
"731",0.076171121
"732",-0.174760201
"733",-0.177135744
"734",0.060207329
"735",0.107337913
"736",-0.236438551
"737",0.030383668
"738",0.080135784
"739",0.117011151
"740",0.091254732
"741",-0.203503587
"742",0.297039828
"743",-0.012219765
"744",0.139012537
"745",-0.161103168
"746",0.121473751
"747",0.053625545
"748",-0.083650806
"749",-0.112912991
"750",-0.148265817
"751",0.026193282
"752",-0.000121036
"753",0.3531216
"754",-0.134085574
"755",0.363736234
"756",-0.01640425
"757",-0.059641161
"758",-0.099050799
"759",-0.099818387
"760",-0.169875064
"761",-0.031365493
"762",-0.03741894
"763",-0.031959453
"764",-0.106541672
"765",-0.030393996
"766",-0.142687776
"767",-0.204114297
"768",-0.015307346
"769",0.019628665
"770",-0.106142857
"771",0.208707175
"772",-0.050306061
"773",-0.063734153
"774",0.440957985
"775",-0.083332875
"776",-0.108904519
"777",0.13462784
"778",-0.114300647
"779",0.089930377
"780",0.020914397
"781",0.107899151
"782",-0.193203249
"783",0.115348122
"784",0.041267357
"785",0.043484471
"786",-0.152337232
"787",0.030529759
"788",0.195587239
"789",0.105914435
"790",-0.27336488
"791",0.059492013
"792",-0.051183977
"793",-0.334560194
"794",-0.057586708
"795",-0.307657042
"796",-0.195216217
"797",0.020734987
"798",-0.014408686
"799",-0.142788508
"800",0.104789457
"801",-0.154919722
"802",0.055195412
"803",-0.009123125
"804",-0.371648772
"805",-0.016788526
"806",-0.306214495
"807",-0.05112551
"808",0.042534547
"809",-0.688532932
"810",-0.087243719
"811",-0.119425221
"812",0.184341686
"813",-0.094544275
"814",-0.216128631
"815",0.171538012
"816",0.115806477
"817",0.055893319
"818",-0.074609263
"819",-0.202402456
"820",-0.055473192
"821",-0.267217262
"822",-0.092731698
"823",0.102787332
"824",-0.071919305
"825",-0.084536536
"826",0.205481784
"827",0.032213943
"828",-0.033650739
"829",0.164801733
"830",-0.212438209
"831",0.026046829
"832",-0.192623122
"833",-0.053604407
"834",0.129324751
"835",-0.048910899
"836",-0.26041208
"837",-0.396329088
"838",-9.55e-05
"839",-0.092745705
"840",0.029362516
"841",-0.280111237
"842",0.052162366
"843",-0.114192588
"844",0.141977863
"845",0.062709229
"846",-0.157017036
"847",-0.090906842
"848",-0.322821183
"849",-0.169112249
"850",0.02745326
"851",-0.128117366
"852",-0.165137632
"853",0.229140656
"854",-0.199893577
"855",-0.390450461
"856",-0.054950161
"857",-0.105935617
"858",0.041713016
"859",0.018158095
"860",-0.313045545
"861",-0.202450199
"862",0.32786669
"863",0.097381251
"864",-0.180717034
"865",0.222369211
"866",-0.406229837
"867",0.132646458
"868",-0.004588647
"869",-0.020273669
"870",-0.126692577
"871",-0.292868717
"872",-0.311999602
"873",-0.00851552
"874",-0.450453861
"875",-0.164009316
"876",-0.085277004
"877",-0.389192624
"878",0.051357226
"879",-0.021225615
"880",0.058577554
"881",-0.071394367
"882",-0.083120926
"883",0.205317275
"884",-0.101215406
"885",-0.055859251
"886",0.27934982
"887",0.159129159
"888",0.093342321
"889",-0.15547256
"890",-0.316576286
"891",-0.037345631
"892",-0.268608256
"893",0.187969105
"894",-0.014589472
"895",-0.630061968
"896",-0.312412603
"897",-0.106736405
"898",-0.163551612
"899",-0.369864566
"900",-0.045285983
"901",-0.105557902
"902",-0.122320516
"903",-0.058818741
"904",-0.088663919
"905",-0.320108457
"906",-0.04078625
"907",0.050295608
"908",-0.168359263
"909",-0.072859211
"910",0.036187546
"911",-0.320448501
"912",-0.280094249
"913",-0.03816138
"914",-0.02778445
"915",-0.001292808
"916",0.366332548
"917",0.166268365
"918",0.025830822
"919",-0.253696246
"920",0.112652795
"921",0.044511871
"922",0.076225059
"923",-0.072636707
"924",-0.071049137
"925",0.086807446
"926",0.039140718
"927",-0.017708941
"928",-0.169236703
"929",0.060367601
"930",0.229046481
"931",0.045957522
"932",-0.65361212
"933",-0.182705147
"934",-0.252740665
"935",0.173324363
"936",0.230640428
"937",0.01006891
"938",-0.018365426
"939",-0.028273029
"940",0.078951673
"941",-0.174295051
"942",-0.201712055
"943",-0.162385566
"944",-0.074165566
"945",0.291158931
"946",-0.78363703
"947",-0.100617571
"948",0.190165655
"949",0.110308664
"950",0.052782731
"951",-0.150954886
"952",-0.059326751
"953",-0.046174271
"954",0.000160293
"955",0.046009915
"956",0.060262637
"957",-0.328386707
"958",-0.160543306
"959",-0.132444723
"960",0.134741502
"961",-0.138643904
"962",-0.011592431
"963",0.180256979
"964",0.057324784
"965",-0.395384236
"966",-0.018716438
"967",-0.145161612
"968",0.083745437
"969",-0.12549953
"970",0.202388542
"971",0.044396417
"972",0.100053983
"973",0.073682027
"974",0.170732872
