"","x"
"1",0.001277505
"2",-0.064058484
"3",0.123117386
"4",-0.18832481
"5",0.092775642
"6",-0.454833628
"7",0.129449903
"8",0.013684808
"9",0.16488093
"10",0.035223543
"11",0.097433268
"12",0.127122938
"13",-0.16197008
"14",0.08399707
"15",-0.060183824
"16",-0.026874722
"17",0.261011063
"18",0.001899778
"19",-0.099295677
"20",0.170347868
"21",0.096907674
"22",-0.182958962
"23",0.036688744
"24",-0.007011593
"25",-0.128680767
"26",-0.207514108
"27",-0.083224357
"28",-0.147202076
"29",-0.127224327
"30",-0.266492606
"31",0.069979369
"32",-0.116747202
"33",-0.077224315
"34",-0.039837302
"35",-0.091287614
"36",0.129593908
"37",-0.063112081
"38",0.261321842
"39",0.215705096
"40",0.175132214
"41",0.057607471
"42",-0.026265443
"43",0.020601808
"44",-0.079974533
"45",0.068144618
"46",0.205240547
"47",0.003222047
"48",-0.07649547
"49",-0.134675325
"50",-0.042822064
"51",-0.154654266
"52",-0.048471392
"53",-0.112825812
"54",-0.071807684
"55",-0.078068854
"56",0.140847026
"57",-0.212379635
"58",-0.08858502
"59",0.132744967
"60",0.026942431
"61",-0.280021549
"62",0.130425869
"63",-0.124865533
"64",-0.255384744
"65",-0.263408424
"66",-0.116399408
"67",-0.067028226
"68",-0.009378852
"69",0.123081504
"70",0.150542675
"71",-0.214675487
"72",0.198279916
"73",0.026439487
"74",-0.04579574
"75",0.089442431
"76",-0.134774209
"77",0.045601784
"78",-0.012965025
"79",0.008317529
"80",-0.045719923
"81",0.165825068
"82",0.011320411
"83",-0.041083635
"84",0.024189888
"85",0.30156356
"86",0.112096487
"87",-0.059555591
"88",0.08186668
"89",-0.1187436
"90",0.054670273
"91",-0.248502494
"92",-0.038652481
"93",-0.037620367
"94",-0.23925388
"95",-0.226160468
"96",-0.13644308
"97",0.035296022
"98",-0.064444245
"99",-0.064724268
"100",-0.037581266
"101",0.242220103
"102",-0.049357833
"103",0.112345158
"104",-0.182646037
"105",-0.343890966
"106",-0.202064038
"107",-0.399951578
"108",-0.016645015
"109",-0.165114463
"110",-0.019059838
"111",-0.143550337
"112",-0.097483278
"113",-0.120700182
